Rk,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,WS,All-NBA
146,13.3,0.603,0.357,0.286,2.9,15.1,8.9,18.2,0,0,20.2,23.2,-1.1,-3.5,-4.7,0,0,0
147,12.9,0.476,0.321,0.201,3.1,8.6,5.7,28.1,2.1,1.2,16.3,18.2,-0.1,-0.8,-0.9,0.5,2.2,0
148,8.6,0.443,0.075,0.328,5.4,16,10.7,9.3,1.6,0.7,12.5,12.4,-3.9,0.9,-2.9,-0.1,0.4,0
149,10.1,0.542,0.634,0.197,1,8.3,4.8,11.6,2.5,0.2,11.1,13.7,0,-0.5,-0.5,0.5,3.1,0
150,10.3,0.533,0.436,0.226,2.4,12.1,7.3,11.6,1.1,0.3,14.3,19.7,-0.9,-1.6,-2.5,-0.2,1.4,0
151,13.3,0.558,0.569,0.211,1.6,8.5,5,17.7,1.3,1.2,13.2,18.8,1.9,-1,0.9,1.8,4.6,0
152,4.7,0.489,0.282,0.051,2.9,14,8.5,5.4,1.3,1,21.6,14.6,-5.1,-0.2,-5.4,-0.1,0,0
153,15.8,0.578,0.37,0.093,1.7,9.7,5.7,22.2,1.4,0.5,16.9,24.3,0.6,-3,-2.4,0,0.8,0
153,16.3,0.584,0.369,0.096,1.7,9.4,5.5,23.5,1.5,0.5,17.6,23.8,1,-2.8,-1.9,0,0.8,0
153,11.6,0.535,0.379,0.069,2.1,12,7.1,11.1,0,0,11.8,27.9,-2,-4.4,-6.5,-0.1,0,0
154,11.3,0.498,0.012,0.179,13.2,17.6,15.4,7.1,0.7,2.1,15.5,12.4,-1.8,1.1,-0.7,0.2,1.4,0
155,13.2,0.555,0.555,0.122,3.6,16.6,10.1,6.4,1.3,2.1,9.8,17.3,0.9,0.2,1.1,1.8,5.3,0
156,9.3,0.521,0.656,0.065,2.3,9.8,6.3,8.6,1.2,2.3,9,13.5,-0.3,0.1,-0.2,0.5,1.8,0
157,13.3,0.467,0.008,0.132,6.5,32.1,19.3,12.4,2,3,15.5,18.9,-4.7,2.8,-1.9,0,1.2,0
158,7.1,0.459,0.362,0.045,1.2,9.8,5.3,17.6,2.1,0.4,21.7,15.1,-4,-1.2,-5.2,-0.8,-0.8,0
159,18.2,0.526,0.015,0.339,5,20.5,12.7,17.7,1.6,3.2,12,21.7,0,2.9,2.9,2.4,5.6,0
160,19.3,0.522,0.016,0.287,7,25.9,16.4,18.7,0.7,3.5,12.4,26.4,-1,1.6,0.6,1.3,3,0
161,18.3,0.54,0.167,0.328,5,14.8,9.8,15.1,1.9,1.8,14.2,27.6,0.6,0.3,0.9,1.8,4.8,0
161,14.7,0.468,0.176,0.263,5.3,19.1,12.1,11.5,2.3,2.9,13.6,30.8,-3.2,1.1,-2.1,0,0.3,0
161,19.6,0.567,0.164,0.354,4.9,13.3,9.1,16.3,1.8,1.4,14.5,26.6,1.9,0,1.9,1.9,4.5,0
162,8.6,0.491,0.246,0.258,3.8,12.8,8.2,6.9,2,1.2,14.3,13.4,-3.3,0.7,-2.6,-0.2,0.9,0
163,20.1,0.555,0.367,0.341,2.6,17.7,10.5,17.9,2.7,0.6,12.5,28.3,2.9,1.8,4.7,4.9,10.8,1
164,16,0.524,0.008,0.314,9.8,17.1,13.5,7.3,0.9,3.7,12.8,23,-2.6,1.4,-1.1,0.5,5.7,0
165,20,0.59,0.411,0.3,2.3,12,7.3,29,2.3,0.8,16.4,24.7,3.6,0.4,4,2.4,5.7,0
166,12.9,0.507,0,0.878,13.1,28.5,20.6,2.4,1,7.4,23.8,14.2,-6.1,1.8,-4.3,-0.3,0.4,0
167,0.2,0.375,0.25,0,0,12.7,6.6,4.1,0,0,11.1,11.7,-7.2,-2.4,-9.6,-0.1,0,0
168,18.4,0.591,0.119,0.189,10.7,23,16.7,6.3,1.3,1.5,9.9,19.7,-0.2,-0.8,-0.9,0.1,1.4,0
169,10.3,0.507,0.216,0.329,5.3,13,9.2,5.7,1.9,1.6,18.7,19.4,-3.9,-0.4,-4.3,-0.3,0.2,0
170,6.4,0.422,0.269,0.194,1.2,9.8,5.5,12.2,1.9,0.6,15.2,22.9,-5.9,-1,-6.8,-0.3,-0.3,0
171,14.9,0.54,0.316,0.273,1.7,7.7,4.7,16.6,1.9,0.5,12.8,23.2,1.2,-2.5,-1.2,0.4,2.5,0
172,17.6,0.568,0.001,0.273,8.7,25.1,16.7,8.4,0.8,3.8,11.8,18.2,-1.1,2.1,1,2,8.1,0
173,10.9,0.502,0.417,0.218,4.3,12.9,8.8,7.8,0.7,1.5,12,20.5,-2.2,-0.6,-2.8,-0.2,1.3,0
173,10.3,0.491,0.422,0.238,4.3,13.3,9,8.1,0.7,1.5,12.8,19.8,-2.5,-0.1,-2.6,-0.1,1,0
173,12.6,0.532,0.405,0.167,4.2,11.6,8,6.6,0.8,1.6,10,22.8,-1.1,-2.3,-3.4,-0.1,0.3,0
174,7.8,0.466,0.016,0.328,13.2,22.3,17.7,9.1,1.4,1.8,30.8,12.5,-4.3,1.7,-2.6,-0.1,0.1,0
174,5.7,0.644,0,0.667,17.4,29.3,23.3,23.1,0,0,50.8,17.9,-4.7,0.7,-4,0,0,0
174,7.9,0.455,0.017,0.31,13,21.8,17.4,8.2,1.5,1.9,29.1,12.2,-4.2,1.7,-2.5,0,0.1,0
175,13.9,0.58,0.63,0.125,1.8,13.4,7.8,8.9,2,2.7,12.5,16.7,1.2,2.1,3.3,2.2,4.2,0
176,12.7,0.498,0.359,0.268,5.3,19.3,12.4,11.9,2.8,3,15.1,14.8,-1.6,4.4,2.8,2.2,4.5,0
177,16.5,0.585,0.507,0.229,2.3,10.9,6.6,8.6,1.5,1.4,11.6,23.6,2.4,-1.4,1,1.8,6.1,0
178,13.1,0.52,0.338,0.304,2.1,13.6,7.7,8.4,1,1.3,11.1,23.6,-0.7,-1.3,-2.1,0,3.3,0
179,7.1,0.477,0.446,0.125,1.6,8.2,5,8.3,1.3,1,10.6,16.3,-2.6,-0.8,-3.4,-0.3,0.5,0
180,23.9,0.583,0.032,0.496,7.7,21.2,14.7,19.2,1.6,1.4,11.9,29,3,1.6,4.6,4.8,12.2,1
181,8.7,0.523,0.222,0.222,1.5,9.3,5.4,19.4,2.2,0.3,19.1,14.1,-2.6,-0.8,-3.4,-0.1,0.2,0
182,12.7,0.507,0.527,0.136,3.5,17.1,10.4,7.9,2.1,1.5,10.4,18.7,-0.9,-0.1,-1,0.3,1.6,0
182,13.2,0.497,0.508,0.122,3.7,17.8,10.7,7.8,2.3,1.4,9.2,18.7,-0.9,0.1,-0.8,0.2,1,0
182,11.7,0.528,0.566,0.164,3,15.7,9.7,8,1.9,1.5,12.7,18.8,-0.9,-0.4,-1.4,0.1,0.6,0
183,11.9,0.586,0.45,0.25,7.2,5,6.1,0,3.6,0,15.3,17.4,-1.2,-2.8,-4,0,0.1,0
183,12.6,0.586,0.45,0.25,7.7,5.3,6.5,0,3.1,0,11.9,17.7,-0.5,-3.7,-4.2,0,0.1,0
184,14.2,0.562,0.01,0.944,14.2,20,17.1,2.7,1.5,1.6,14.5,15.1,-1.7,-0.2,-1.8,0,3,0
185,12.7,0.554,0.521,0.186,1.2,6.6,3.8,5.8,1.2,0.3,5.9,19.6,1.3,-3.5,-2.3,-0.1,3.1,0
186,23.5,0.618,0.401,0.552,2.6,10.7,6.9,27.3,2.1,0.8,15,27.8,6.2,-0.5,5.7,5.4,12.8,1
187,11.8,0.542,0.319,0.296,4,11.4,7.7,6.4,2.5,2,13.6,14.8,-1.6,1.4,-0.1,0.9,2.8,0
188,13.4,0.547,0.378,0.085,9.8,16.7,13.1,6.9,1,3.8,10.5,12.8,-0.5,0.2,-0.2,0.1,0.7,0
189,9.7,0.506,0.483,0.169,3.3,15,9.1,8.7,1.4,0,13.3,22.7,-2.2,-2.4,-4.6,-0.3,0.4,0
190,14.6,0.517,0.398,0.453,1.1,10.8,6,31,1.8,0.2,16.2,20.2,0.5,-2.1,-1.6,0.1,1.6,0
191,7.6,0,0,0,9.7,0,4.9,11.4,4.4,0,0,4,-3.7,2.7,-0.9,0,0,0
192,10.9,0.485,0.286,0.171,4.1,16,10.1,9.5,1.1,0.4,10.7,20.4,-2.9,-2,-4.9,-0.1,0,0
193,15.3,0.576,0.033,0.443,7.4,9.5,8.4,3.6,3.7,2.4,13.1,17.1,-1.4,0.6,-0.7,0.1,0.5,0
194,16.5,0.542,0.176,0.341,5.4,20.6,13,7.7,1.1,1,8.7,22.2,-0.7,-1,-1.7,0.1,4.1,0
195,10.5,0.523,0,0.301,8.4,24.7,16.8,2.9,0.9,2,12.7,13.9,-4.1,-0.7,-4.9,-0.5,1.1,0
196,15.7,0.554,0.349,0.172,5.6,24.2,14.6,15.8,0.9,3.1,15.4,19.6,-0.4,0.9,0.5,1.6,4.5,0
196,15.3,0.546,0.346,0.172,5.5,24.6,14.7,16.9,0.9,3.2,15.9,19,-0.8,0.8,0,0.8,2.6,0
196,16.6,0.571,0.354,0.172,5.9,23.6,14.5,13.5,0.8,2.8,14.5,20.7,0.6,1,1.6,0.7,1.9,0
197,10,0.468,0.008,0.192,10.5,21.8,16.1,6.8,2.3,1.3,19,10.4,-3.1,2.5,-0.6,0.3,1.4,0
197,11.4,0.47,0,0.219,12.5,17.2,14.8,4.9,3.1,0.9,16.6,10.4,-2.2,1.8,-0.4,0.1,0.3,0
197,9.6,0.467,0.01,0.184,9.9,23.2,16.5,7.5,2.1,1.4,19.7,10.4,-3.4,2.7,-0.7,0.2,1.1,0
198,16.2,0.52,0.271,0.369,2.5,14,8,24.1,2.1,1.1,15,23.1,1,0,1,2.1,3.6,0
199,13.1,0.507,0.124,0.332,1.4,12.9,7.1,13.9,1.1,1,9.6,22.1,-1.7,0,-1.7,0.2,3.6,0
200,12.3,0.511,0.235,0.513,2.9,10.5,6.7,8.8,2.4,0.6,11.9,23.1,-2.2,-1.4,-3.6,-0.4,0.3,0
201,17.9,0.543,0.002,0.277,10.2,20.8,15.3,10.9,1.2,5.1,13.7,20.3,-1,1.4,0.3,1.1,3.3,0
202,13.5,0.499,0.007,0.357,9.9,15,12.5,6.2,0.6,5.7,14.5,19.4,-3.4,3.3,-0.2,1.1,5.4,0
203,16.2,0.521,0.012,0.443,11.9,24.8,18.3,8.4,1.2,2,14.1,20.8,-1.7,0.8,-0.8,0.6,3.3,0
204,16.6,0.53,0.008,0.448,4.7,17.3,10.9,16.3,2.1,2.5,14.1,24,-1.6,1.8,0.2,0.9,3.2,0
205,13.4,0.563,0.422,0.286,2.6,10.1,6.5,17.2,1.6,0.7,11.7,14.8,1,1.4,2.4,2.7,7.8,0
206,19.3,0.579,0.002,0.347,13.8,24.3,19,5.9,0.9,3.1,11.1,19.7,-0.5,-0.2,-0.7,0.5,4.4,0
207,7.6,0.545,0.575,0.175,4.7,15.2,10.2,7.9,1.1,0.7,23.2,11.3,-3.3,1,-2.3,0,0.4,0
208,10.8,0.494,0.391,0.202,1.7,8.5,5.2,22.6,2,1,15.1,17.3,-1.3,0.5,-0.8,0.6,3.8,0
209,17.1,0.505,0.17,0.139,2.8,11.8,7.2,38.9,2.6,0.9,17.9,23.3,1.5,-0.8,0.7,0.8,1.5,0
210,11.9,0.73,0,0.778,7.4,13.1,10.4,2.4,0.9,4.9,23.1,11.5,-2,1.7,-0.3,0.2,1.3,0
211,-6.5,0.102,0.5,0.5,0,0,0,18.8,7.4,0,0,31.1,-12.9,-4.3,-17.2,0,-0.1,0
212,22,0.588,0.026,0.202,8,21.4,14.8,15.2,1.4,3.6,12.3,24.7,0.8,2,2.8,1.1,2.8,0
213,21.3,0.6,0.009,0.798,11.4,27.9,20.1,9.3,1.2,4,17.5,24,-0.3,2.2,1.9,2.4,8,1
214,9.6,0.492,0.503,0.09,5.7,16.6,11,5,1.2,0.2,5.2,12.6,-1.4,-0.7,-2.1,0,1.1,0
215,18.2,0.552,0.004,0.312,10.2,24,16.9,8.2,1.2,3.4,10.9,19,-1.2,1.2,0,0.7,4.1,0
216,19.6,0.576,0.061,0.203,10,19.6,15,5.2,0.7,6.7,10.3,19.8,-0.4,2.3,1.9,2.6,9.6,0
217,13.7,0.57,0.382,0.288,2.9,12.6,7.8,18.2,2.3,0.7,16.2,13.3,0.5,2.5,3,2.6,5.8,0
218,13.8,0.486,0.226,0.225,8,18.8,13.3,8.4,1.6,0.4,8.7,21.3,-1.1,-2.1,-3.2,-0.5,1.6,0
219,20.1,0.533,0.278,0.273,2.3,9.5,5.8,31.6,2.2,0.8,12.1,28.2,4.1,-0.9,3.2,3.3,6.7,0
220,-16.5,0,0.5,0,0,21.5,11.3,0,0,0,0,17.7,-18.1,-6.6,-24.7,0,0,0
221,11.5,0.498,0.265,0.213,1.1,10.3,5.6,22.7,1.3,0.8,14.8,17.8,-1.4,-0.9,-2.3,-0.2,2.3,0
222,15.4,0.527,0.267,0.193,2.2,12.8,7.8,23.1,1.9,0.3,14.5,22.6,0.1,-0.5,-0.4,0.9,4.9,0
223,0.1,0.27,0.538,0.154,2.2,8,5.2,6.2,2.8,0.7,17.8,13.9,-6.8,0.9,-5.9,-0.1,-0.2,0
224,8.5,0.503,0.043,0.478,12,21.2,16.6,2.8,1.1,4.5,26.4,11.8,-4.8,1.1,-3.7,-0.1,0.1,0
225,4.1,0.304,0.222,0.222,2.4,23.8,13.5,7.5,0,1.4,9.2,9.8,-6.7,1.2,-5.5,0,0,0
226,29.3,0.649,0.226,0.432,3.6,18.9,11.5,32,2.2,0.8,14.4,31,8,0.9,8.9,8,15.9,1
227,1.5,0.251,0.238,0.095,0,10.2,5.2,34.1,1.4,0,18.6,16.1,-8.6,-2.1,-10.6,-0.2,-0.1,0
228,7.8,0.408,0.446,0.272,4.2,19.9,12.3,4.1,1.8,0.9,6.4,19.6,-4.6,-1.4,-6,-0.2,0.1,0
229,6.9,0.58,0.333,0.667,2.5,18.7,10.7,2.8,0,0,11.4,8.3,-3.7,-1.5,-5.2,0,0.1,0
229,8.9,0.595,0.2,0.4,3.5,15.9,9.9,3.9,0,0,0,7.8,-1.9,-0.7,-2.6,0,0.1,0
229,1.7,0.532,1,2,0,25.8,12.6,0,0,0,34.7,9.4,-8.3,-3.7,-12,0,0,0
230,22.7,0.532,0.011,0.201,6.9,28.3,17.5,12.8,1.4,2.4,7.6,29.3,0.3,1.5,1.8,2.5,7.8,1
231,11.8,0.573,0.46,0.248,0.9,10.8,5.7,9.6,1.3,0.5,11.5,16.9,0.3,-1.7,-1.4,0.3,2.7,0
232,4.7,0.457,0.429,0.095,2.2,13.8,8.1,10.4,0.3,0.5,20.1,15.8,-5.7,-1.8,-7.5,-0.2,-0.1,0
233,15.6,0.486,0.403,0.283,2.2,7.8,4.9,34.4,1.9,0.2,14.4,23.4,2.1,-2.6,-0.5,1,3.9,0
234,13.4,0.577,0.356,0.284,7.2,19.3,12.9,7.8,1.4,0.6,15.5,16,-0.7,-1.4,-2.1,0,1.4,0
235,15.4,0.592,0.108,0.234,9,17.6,13.3,8.7,1.3,3.2,15.4,16.4,0.2,2.4,2.6,2.6,6.3,0
236,10.8,0.537,0.593,0.201,4.3,9.8,7,6,1.8,0.4,8.6,14.3,0.1,-0.9,-0.8,0.2,1.4,0
237,18.5,0.552,0.282,0.292,7.4,13.2,10.3,18.2,2.3,5,16,20,1.3,3.2,4.5,1.6,3,0
238,15.5,0.564,0.397,0.192,2.2,10.3,6.3,15,1,0.3,9.8,22.3,2,-2.2,-0.1,1.2,4.9,0
239,5.3,0.402,0.416,0.23,2.7,12.6,7.9,7.7,0.8,0.4,10.8,16.2,-5.2,-0.9,-6.2,-0.4,0.1,0
239,6.1,0.431,0.427,0.229,2.4,13.8,8.4,7.2,0.9,0.2,11.7,16,-4.9,-0.6,-5.5,-0.3,0.2,0
239,-0.3,0.24,0.353,0.235,4.5,4.6,4.5,11.4,0,1.6,5.1,17.4,-7.2,-3.2,-10.4,-0.1,-0.1,0
240,11,0.522,0.416,0.118,3.3,13.3,8.3,8.2,1.9,2.5,11.6,15.1,-1.1,1.3,0.2,1.2,1.9,0
241,-23,0,0.429,0.286,0,15,7.2,8.5,3.2,0,20.2,27.9,-22.4,-3,-25.5,-0.1,-0.2,0
242,15.4,0.666,0.794,0.162,1.1,10.8,6.1,5.8,0.7,1.5,5.2,15.6,2.9,-2.8,0,0.1,0.7,0
243,10.1,0.541,0.337,0.232,4.3,12.1,8.4,4.9,0.9,2,9.5,12.8,-2,-0.5,-2.5,-0.1,1.5,0
244,5.8,0.373,0,0.235,10.6,10.7,10.7,3.4,1.2,1.8,9.6,11.1,-5.3,-0.2,-5.5,-0.1,0,0
245,19.1,0.577,0.142,0.274,9.2,18.5,14.1,7,1.3,3.5,8.2,18.3,0.9,1.3,2.2,2.2,7.3,0
246,18.2,0.63,0,0.726,13.3,29.3,21.6,3.7,1.4,5.4,15.3,12.4,-0.1,4.2,4.1,4.4,11.1,0
247,14.7,0.558,0.143,0.362,4,8.7,6.4,17.2,1.9,1.1,12.3,16.9,0,0.6,0.6,0.6,2.9,0
248,17,0.537,0.009,0.197,7.8,25.4,16.6,14.1,0.7,3.9,16.4,26.7,-3.1,0.7,-2.4,-0.1,0.5,0
249,15.6,0.523,0.001,0.239,11.6,20.9,16.1,6.4,0.7,1.5,13.3,23.3,-2.1,-1.8,-3.9,-1,2.2,0
250,2.3,0.47,0.543,0.286,0,11.8,5.8,5.6,1,0.5,21.8,14.4,-5.9,-1.6,-7.5,-0.2,-0.1,0
251,12.6,0.548,0.383,0.364,3.4,14.4,8.9,10.7,1.2,2.5,9.8,15.9,-0.5,0.3,-0.2,0.6,2.2,0
252,12,0.516,0.025,0.521,8.2,16.2,12.2,5.4,1.5,2.1,12.1,15.2,-2.7,1.7,-0.9,0.4,3.1,0
253,12.4,0.532,0.031,0.744,7.7,12.7,10.2,13.1,2.4,1.9,20.3,14.6,-1.9,1.8,-0.1,0.4,1.3,0
254,16.5,0.523,0.31,0.296,2.1,10.3,6.1,26.6,1.5,0.6,13.2,26.8,2,-2.9,-0.9,0.7,2.8,0
255,13.5,0.653,0.644,0.154,1.1,12.4,6.8,13.3,1.5,0.8,13.6,14.2,2,0.2,2.2,2.5,5.9,0
256,16.5,0.514,0,0.203,14,22.7,18.4,4.7,1.3,4.4,11.8,19.4,-2.1,1.2,-0.9,0.4,3.5,0
257,10.5,0.54,0,0.533,17.2,15.2,16.2,2.5,0,1.3,24.5,18.3,-4.1,-3.1,-7.2,-0.1,0,0
258,3.4,0.42,0,0.846,12.1,12.8,12.5,2.9,1.6,3.3,35.9,13.3,-7.5,2.3,-5.2,-0.1,0,0
259,7.5,0.543,0.563,0.225,1.3,6.7,4,9.3,0.8,0.1,13.3,13.3,-2.2,-2.4,-4.6,-0.4,0.5,0
260,13.4,0.522,0.406,0.105,2.1,11.3,6.9,11.8,1.8,1.4,8.7,20.1,-0.3,-0.9,-1.2,0.3,3.3,0
261,11.2,0.563,0,0.283,7.2,20.6,13.8,3.4,0.7,0.3,11.8,14.5,-3,-1.9,-4.9,-0.2,0.4,0
262,8.3,0.446,0.277,0.182,2.6,7.3,5,20.4,2.7,0.2,20.9,17.4,-3.5,-1.2,-4.7,-0.3,-0.1,0
263,19,0.554,0.251,0.504,1.9,8.5,5.2,38.2,2.2,0.3,16.9,22.7,2.9,-1.2,1.7,2.1,6.3,0
264,12.7,0.506,0.471,0.235,0,7,3.5,9.5,1.6,0,9.6,28.6,-1.6,-5.6,-7.2,0,0,0
265,13.8,0.574,0.316,0.182,1.7,9.5,5.6,9.3,1.7,1.2,9.9,17,0.5,-0.1,0.4,1.2,4.7,0
265,14.6,0.573,0.284,0.12,1.8,9.5,5.5,10.9,2,1.4,11.5,19.2,-0.4,-0.9,-1.2,0.1,1,0
265,13.5,0.574,0.329,0.209,1.7,9.5,5.6,8.7,1.6,1.1,9.3,16.3,0.8,0.2,1,1.1,3.7,0
266,19.1,0.566,0.001,0.302,8.8,21.6,15.3,10.9,1,0.9,12,24.3,-0.1,0.8,0.8,1.6,7.6,0
267,7.3,0.469,0,0.397,12.1,18.6,15.3,1.6,0.6,3.8,22.1,14.3,-5.7,-0.2,-5.9,-0.4,0.2,0
268,19.4,0.602,0.282,0.195,4.6,18.9,12.1,10.4,3,1.9,10.3,18.3,2.3,3.4,5.8,3.8,7.7,0
269,9.4,0.489,0.066,0.231,8,25.5,16.8,7.3,1,1,13,14.2,-3.6,0.4,-3.3,-0.1,0.6,0
270,17.6,0.566,0.199,0.191,6.8,22.4,14.6,5.2,1.5,1.7,9.2,21.1,-0.6,-0.9,-1.6,0.1,2,0
271,10.7,0.535,0.568,0.14,3.2,10.7,7.1,8.5,2.9,0.7,12.3,14.1,-0.2,0.2,0.1,0.5,1.7,0
272,129.1,1,0,0,100,0,62.8,0,0,0,0,47.8,47.8,-23.1,24.8,0,0,0
273,18.6,0.568,0.425,0.327,1.3,9.2,5.3,25.1,1.1,0.5,11.5,25,4.4,-1.7,2.7,3.5,9.6,1
274,14.3,0.572,0.346,0.4,2,7.8,5.1,22.3,1.6,1,18.4,20.4,0.6,-1,-0.4,0.8,4.4,0
275,14.5,0.551,0.012,0.392,4.1,10.8,7.5,20.1,2.5,1.3,15.5,16.1,-0.5,1.1,0.6,1.3,4.4,0
276,25.4,0.629,0.004,0.502,8.8,14.1,11.5,6.1,0.9,4.8,9.1,27.1,1.8,-0.7,1.1,0.4,2.3,0
277,17.7,0.605,0.002,0.376,13.6,15.3,14.5,4.2,0.5,3.7,10.1,14,1.4,1.6,3,3.3,9.5,0
278,26.9,0.591,0.355,0.445,8.5,29.5,18.7,21.4,1,1,10.3,28.8,7.2,1.2,8.4,7.3,14.3,1
279,20.1,0.567,0.463,0.356,3.6,11.5,7.5,34.7,2.2,0.4,13.4,22.9,5.8,0.1,5.9,5.7,11.7,0
280,5.2,0.403,0.442,0.084,2.3,5.4,3.8,11.1,1.2,0,10,17,-3.7,-3.3,-7,-0.7,-0.7,0
281,13.2,0.51,0.367,0.148,1.6,10.7,6.2,28.8,1.7,0.1,14.3,19,-0.7,-1.7,-2.4,-0.1,2.3,0
282,10.2,0.538,0.005,0.767,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,-3.3,3.6,0.3,0.7,3.3,0
283,13.7,0.537,0.229,0.092,6.4,17.4,11.9,7.6,1.9,1.3,11.4,15.7,0,1.1,1.1,1.9,4.3,0
284,12.6,0.494,0.425,0.086,1,9.6,5.3,44.3,1.5,0.2,25.6,16.3,-1.3,-3.2,-4.5,-1,0.9,0
285,11,0.562,0.572,0.246,1.7,12.8,7.3,5.9,1.6,0.6,10.4,17.1,-1.2,-1.5,-2.8,-0.2,1.3,0
285,10.9,0.555,0.57,0.238,1.7,13,7.4,5.9,1.6,0.7,10.4,17.5,-1.3,-1.5,-2.9,-0.2,1.1,0
285,13.3,0.768,0.625,0.5,2.4,9.3,5.9,6.8,1.1,0,9.3,10.3,0.7,-1.1,-0.4,0,0.2,0
286,12.2,0.521,0.008,0.154,6.5,18.7,12.5,11.9,2.1,3.8,16.5,11.6,-2,3.1,1.1,0.5,1.2,0
287,16.3,0.553,0.29,0.332,1.7,8.7,5.1,9.2,1.5,0.2,8.3,25,1.4,-2,-0.6,0.8,5.3,0
288,8.2,0.528,0.716,0.104,0.5,9.8,5.3,10.5,1.2,0.3,11.4,14.5,-1,-2.4,-3.4,-0.1,0.3,0
289,15.7,0.588,0.506,0.298,2,9.1,5.6,10.9,1.4,0.4,8.8,19.6,3.4,-0.9,2.4,3.1,8.2,0
290,8.1,0.459,0,0.295,6.5,13.5,10,2.8,0.8,3.2,10.6,12.4,-5.3,0.3,-5,-0.4,0.3,0
291,6.2,0.387,0.366,0.109,3.1,10.6,6.7,23,1.4,0.7,21.5,18.2,-5.8,-1.9,-7.6,-0.5,-0.4,0
291,6,0.355,0.347,0.042,3.7,9.3,6.5,26.8,1.2,0.4,18.8,19,-5.4,-2.1,-7.5,-0.3,-0.2,0
291,6.6,0.461,0.414,0.276,1.9,13,7.2,15.7,1.7,1.4,27,16.8,-6.5,-1.4,-7.8,-0.2,-0.2,0
292,11.2,0.516,0.413,0.16,2,8.8,5.3,14.6,1.1,0.8,13.9,23,-0.7,-3.5,-4.2,-0.7,0.1,0
293,8.3,0.503,0.088,0.347,6,10.1,8,5.1,1.5,1.1,15.2,11.2,-3,0.6,-2.4,-0.1,1,0
293,11.7,0.53,0.094,0.406,5.1,10.5,7.8,11.1,2.3,2.1,9.6,9.4,-0.9,2.1,1.1,0.2,0.4,0
293,7.5,0.498,0.087,0.335,6.2,10,8,3.6,1.3,0.8,16.3,11.6,-3.6,0.3,-3.3,-0.3,0.6,0
294,9.7,0.439,0.197,0.143,2.2,7.8,5,21,1.2,0.8,10.9,17.6,-2.3,-1.7,-4.1,-0.5,0.4,0
295,9,0.521,0.449,0.191,1.6,9.2,5.4,8.7,1.5,0.3,15.4,20.9,-2.1,-2,-4.1,-0.3,0.2,0
296,10.2,0.455,0,0.026,13.6,9.6,11.6,4.4,0.6,6.5,17.2,25,-5.8,-0.1,-5.9,-0.1,-0.1,0
297,7.7,0.485,0.437,0.211,2.7,9.5,6.1,5.8,1,0.7,11.5,16.9,-1.8,-1.3,-3.2,-0.6,0.8,0
298,13.8,0.548,0.514,0.15,4,13.8,8.9,21.9,1.3,1.5,12.1,13.4,1.3,1.6,2.9,2.9,6.5,0
299,14.7,0.601,0.453,0.289,1.3,6.9,4.1,8.5,2.1,0.1,9.9,19.1,2.2,-1.4,0.7,1.8,4.5,0
300,5.4,0.4,0.233,0.14,2,8.6,5.3,30.1,0.7,0.3,25.4,19,-5.7,-3.4,-9.2,-0.5,-0.4,0
301,12.5,0.541,0.34,0.16,2.7,12,7.2,11.7,1.8,0.7,11.9,19.1,0.1,-1.6,-1.5,0.3,2.7,0
302,16,0.569,0.516,0.183,2,9.9,5.9,9.1,2.4,1.3,9.1,22,2,-1.2,0.7,0.7,2.5,0
303,13.9,0.534,0.091,0.333,3.1,11.7,7.4,29.2,1.7,0.7,18.7,14.5,-1.3,-0.4,-1.8,0.1,2.2,0
303,13.4,0.534,0.125,0.326,3,10.8,6.9,25.8,1.3,0.9,16.7,14.7,-1,-0.6,-1.7,0.1,1.1,0
303,14.6,0.534,0.034,0.345,3.3,12.9,8,33.9,2.4,0.4,21.8,14.1,-1.8,-0.2,-2,0,1.1,0
304,9,0.55,0.464,0.217,1.4,7,4.2,8.7,1.7,1,10.8,12.8,-0.7,-1.7,-2.3,-0.1,0.8,0
305,12.5,0.619,0.526,0.126,2.1,12.3,7.2,11.5,0.8,0.2,14.1,14.7,1,-1,0.1,0.9,3.9,0
306,8.6,0.459,0.367,0.215,4.9,15.2,10.1,4.9,1.4,3,14.6,17.7,-4.1,0.3,-3.8,-0.4,0,0
307,18.7,0.588,0.477,0.123,2.6,9.6,6.2,15.3,2.3,0.4,8.2,22.6,3.9,-0.6,3.3,2,5.6,0
308,19.8,0.545,0.202,0.373,7.2,21.9,14.6,16.2,2.6,2.5,13.2,25.7,0.7,2.4,3.1,3.2,6.7,0
309,18.1,0.54,0.083,1.583,19.7,16,18,3.4,3.8,3,16.4,13.2,-0.1,1.4,1.3,0.1,0.2,0
310,30.9,0.6,0.2,0,11.1,0,5.7,22.6,5.2,0,0,22.6,8.6,-2.1,6.5,0,0.1,0
311,10.1,0.445,0,0.238,13.6,21.7,17.7,5.8,1.3,4.1,21,14.5,-6,2.6,-3.3,-0.2,0.8,0
312,18.1,0.531,0.001,0.362,9.9,21.6,15.4,10.3,1.7,1.4,12.4,21.4,0,0.4,0.3,1.6,5.9,0
