Rk,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,WS,All-NBA
64,3.4,0.22,0.533,0.133,1.5,7.9,4.9,8.1,1.9,0.5,11.2,4.9,-4.6,1.2,-3.4,-0.1,0,0
64,3.5,0.22,0.533,0.133,1.5,8,4.9,8.2,1.9,0.5,11.2,5,-4.6,1.2,-3.4,-0.1,0,0
65,12.5,0.518,0.427,0.164,3.1,6.7,4.9,23.3,1.6,0.6,15.8,20.5,0.4,-1.9,-1.5,0.2,2.2,0
65,11.9,0.529,0.502,0.167,3.8,5.7,4.8,18.1,1.7,0.6,15.3,20.4,0.3,-2.1,-1.8,0,1.1,0
65,12.9,0.508,0.365,0.16,2.6,7.5,5,27.7,1.6,0.6,16.2,20.5,0.4,-1.6,-1.2,0.2,1,0
66,15.5,0.551,0.2,0.352,3.4,15.5,9.3,12.9,2.2,0.9,14.3,23.4,-2.1,-1.6,-3.7,-0.1,0.4,0
66,10.7,0.514,0.167,0.583,1.5,28.8,14.8,8.6,0.7,1.1,18.8,22.6,-6.7,-1.6,-8.3,-0.1,0,0
66,24.3,0.44,0.154,0.308,7.4,28.6,18.2,0,3.3,0,0,43.3,-7.8,-10.6,-18.4,-0.1,0,0
66,16.5,0.578,0.216,0.295,3.7,10.3,7,15.2,2.6,0.9,14.6,22.3,-0.2,-1,-1.3,0,0.3,0
67,8.2,0.349,0.349,0.151,3.7,10,6.8,27.5,2.8,1.1,14.9,20.4,-5,-1.8,-6.8,-0.3,-0.3,0
68,4.7,0.419,0.03,0.318,3.2,9.5,6.4,5,2.7,0,19.3,17.1,-6.8,-0.3,-7,-0.3,-0.3,0
68,-0.5,0.36,0.071,0.321,1.1,12.6,7.1,6.4,0.5,0,20,17.5,-9.2,-0.9,-10.1,-0.2,-0.2,0
68,8.4,0.462,0,0.316,4.6,7.4,6,4.1,4.3,0,18.8,16.7,-5,0.2,-4.9,-0.1,0,0
69,10.7,0.505,0.219,0.288,1.2,14.5,7.8,34.6,1.9,0.4,29.2,28.7,-4.7,-1.3,-5.9,-0.2,-0.4,0
70,9.7,0.505,0.472,0.154,2.7,12.5,7.5,6.2,1.2,0.2,8.1,16.7,-1.3,-1.3,-2.6,-0.1,0.9,0
71,6.7,0.46,0.603,0.074,3.2,11.7,7.6,4.3,1.1,0.2,9.4,15.4,-2.9,-1.8,-4.7,-0.3,0.2,0
72,12.6,0.473,0.375,0.126,1.8,9,5.3,29.4,1,0.2,12.2,21.8,0.5,-3,-2.5,-0.3,0.9,0
73,15.8,0.547,0.172,0.449,3,10.7,6.8,16.9,1.7,0.5,13,23.9,0.5,-1.7,-1.2,0.5,3.2,0
74,12.2,0.512,0.461,0.139,1.7,16.8,9.2,9.6,1.7,1,9.5,20.1,-0.7,-1.4,-2.1,0,1.8,0
74,12.4,0.494,0.415,0.158,2.2,20.5,11,11.9,1.5,1.1,12.1,23.7,-1.7,-2.1,-3.9,-0.4,0.2,0
74,11.9,0.548,0.548,0.102,1,11.9,6.7,6.4,2,0.8,4,15,0.6,-0.4,0.2,0.3,1.6,0
75,13.5,0.522,0.346,0.488,3.9,10.5,7.2,11.1,2.6,1.1,10.8,16.8,0,2.4,2.4,2.9,7.1,0
76,12.2,0.585,0.564,0.127,1.9,9.9,6.1,7.4,1,1.8,8.7,15.4,-0.6,-0.3,-0.9,0.1,1.1,0
77,7.2,0.414,0.354,0.188,3.2,15.2,9.2,10.6,2.9,0,16.1,19.3,-4.8,0.2,-4.5,-0.1,0,0
78,15.2,0.456,0,0.218,11.4,20.3,15.8,9.7,0.6,4.7,12.1,24.3,-4.1,0.6,-3.4,-0.2,0.4,0
78,14.8,0.456,0,0.207,10.7,18.9,14.7,9.6,0.6,4.9,11.9,23.4,-4,0.8,-3.1,-0.1,0.4,0
78,19.9,0.459,0,0.318,19.7,38.8,29.7,11.2,0,2.1,13.8,36.9,-5.7,-1.7,-7.4,0,0,0
79,14.4,0.502,0.144,0.281,2.4,8.2,5.1,32.5,1.9,0.5,17.6,23.8,-0.7,-2.8,-3.5,-0.4,1,0
80,12.3,0.506,0.196,0.232,2.3,11.5,6.9,26.5,3,0.6,22.8,17.5,-1.9,0.8,-1.1,0.3,1.5,0
81,15.2,0.596,0.568,0.084,1.4,7.6,4.5,22.4,1.4,0.4,11.7,16.2,3.3,-2,1.3,2.1,6.3,0
82,9.4,0.483,0.402,0.133,2.5,8.6,5.4,5,2.4,0.6,5.4,13.9,-1.2,-0.8,-2.1,0,1.8,0
83,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21,-1.4,-2,-3.4,-0.1,0.2,0
84,13.9,0.575,0.417,0.22,5.3,14.5,10,8.9,2.3,0.7,10.1,15.2,1,1.1,2.1,2.4,5.8,0
85,15.9,0.539,0.457,0.242,4,12.6,8.3,16.5,1.6,1.5,10.7,23.1,2.2,-1,1.1,1.6,4.3,0
86,15.5,0.48,0.197,0.348,4.3,15.6,9.8,30.2,2.6,1.4,16.9,25.7,-0.6,0.4,-0.2,1.1,1.3,0
87,12.9,0.528,0.429,0.298,5.1,16.8,11.3,10.5,1.7,0.8,13.4,18.3,-0.6,-0.2,-0.8,0.4,2.4,0
88,14,0.567,0.404,0.291,2.5,9.6,6.2,24.3,2.9,0.6,20.4,17.4,1,0.2,1.2,1.7,4.8,0
89,16.4,0.615,0.003,0.481,10.9,27,18.7,5.5,1.2,3.4,15.4,12.9,-0.6,1.8,1.3,1.4,4.9,0
90,12.4,0.526,0.476,0.206,3.2,13.3,8.2,9.3,1.2,1.2,8.9,19.5,0.7,-0.6,0.2,1.1,3.1,0
92,11.1,0.489,0.5,0.387,7.4,14.1,10.8,5.8,0.5,1.1,7.6,17.4,-1.1,-2.5,-3.6,-0.1,0.3,0
93,9.1,0.466,0.467,0.13,3.2,18.2,10.5,3.7,1.1,2.8,10.1,17.9,-3.9,-0.9,-4.8,-0.5,0.3,0
93,8.6,0.467,0.483,0.1,3.1,17.6,10.2,3.6,1.2,2.3,10.7,17.9,-3.8,-1,-4.9,-0.5,0.2,0
93,13.5,0.453,0.286,0.476,3.3,24.2,13.4,4.3,0.8,7.6,3.8,17.5,-4.8,0.9,-3.9,0,0.1,0
94,9.2,0.485,0.463,0.104,1.9,11.1,6.4,14.7,2.4,0.9,16.7,22.4,-2.6,-2.1,-4.7,-0.1,-0.1,0
95,8.8,0.502,0.429,0.262,5.3,17.4,11.4,9.1,0.8,1.1,19,13.7,-3,0,-3,0,0.2,0
96,8.8,0.497,0.348,0.136,1.1,8.6,5,17.9,2,0.2,19.3,15.6,-2.2,-0.8,-3,-0.5,1.2,0
97,4.1,0.485,0.125,0.167,4.9,8.3,6.6,3.5,2.4,0.5,21.4,8.9,-4.1,0.5,-3.6,-0.1,0.1,0
98,16.2,0.575,0.272,0.323,2.6,7.3,5,21.9,2.2,0.6,14.3,19.7,1.4,-0.4,1,1.6,5.9,0
99,11.8,0.599,0.071,0.386,10.2,14.1,12.2,10.9,1.1,1.7,20.1,11.6,-0.5,1.1,0.6,0.9,3.6,0
100,20,0.545,0.283,0.268,2,8.4,5.2,30.1,2.4,0.4,11.5,24.6,4.1,-0.7,3.4,3.3,8.2,0
101,17.6,0.621,0.675,0.12,3.1,10.1,6.8,12.6,0.6,2,10.2,23.7,3.5,-2.1,1.4,0.2,1,0
102,26.1,0.555,0.006,0.5,10.6,30.5,20.4,17.8,2.4,3.2,14.7,32.7,1.9,2.9,4.7,3.9,7.9,0
103,15,0.571,0.786,0,6.9,9.3,8.2,0,2.9,0,6.7,19.3,1.3,-4.9,-3.6,0,0.1,0
104,7.7,0.475,0.424,0.121,1.1,8.5,4.8,8.7,1,0.7,7.9,16.5,-2.7,-2.1,-4.7,-0.1,0.1,0
105,17.3,0.556,0.441,0.318,1.9,6.4,4.2,17.4,1.4,0.4,10.5,27.2,2.7,-2.6,0.2,1.2,5.3,0
106,14.3,0.516,0.362,0.214,1.7,9.5,5.5,25.1,1.3,0.2,13.4,23.7,0.4,-2.2,-1.8,0.1,2.8,0
106,15.7,0.525,0.345,0.277,1.7,10,5.7,31,1.5,0.2,14.1,22,1.6,-1.9,-0.3,0.5,2.4,0
106,11.9,0.503,0.384,0.129,1.7,8.6,5.2,14.2,1,0.2,12.4,26.8,-1.9,-2.7,-4.6,-0.4,0.4,0
107,11.9,0.551,0.51,0.206,4.3,13.5,8.9,6.7,2.4,1.4,11.3,13.2,0,0.6,0.6,0.8,2.3,0
108,12.6,0.474,0.01,0.132,7.3,14.9,11,7.7,1.9,2.7,7.2,15.1,-2.2,2.1,-0.1,0.8,2.9,0
109,8.5,0.464,0.333,0.762,1.4,7.2,4.3,14.4,1.9,0,6.7,16.6,-2.4,-2.7,-5.1,-0.1,0.1,0
109,-1.8,0.347,0.5,1,0,5.2,2.6,18.8,0,0,41,10.1,-8.8,-3.5,-12.4,-0.1,-0.1,0
109,12.4,0.477,0.316,0.737,1.9,7.9,4.9,12.7,2.6,0,0,19.1,0,-2.3,-2.3,0,0.2,0
110,13.8,0.5,0.333,0,0,8.8,4.3,0,7.9,0,0,10.3,-2.4,3.5,1.1,0,0,0
110,19.9,0.5,0.333,0,0,12.8,6.2,0,11.5,0,0,14.9,-0.9,4.8,3.9,0,0,0
111,24.1,0.61,0.445,0.252,1.8,10.9,6.4,39.9,2.2,0.4,16.1,28.3,7.4,0,7.4,6.7,13.4,1
112,16.8,0.605,0.003,0.363,14.4,24.2,19.4,3.4,1.3,4.8,17.1,14.8,-0.9,1.5,0.6,1.1,4.9,0
113,16,0.677,0.806,0,0,5.6,3,11.4,0,0,8.8,19.9,4.3,-5.5,-1.2,0,0.2,0
114,8,0.409,0.402,0.103,6.1,15.5,10.6,7,1.3,0.3,9.8,20.2,-3.8,-3.2,-7,-0.3,-0.1,0
115,7.5,0.476,0.078,0.414,6.9,13.9,10.2,7.1,2,1.1,18.8,13.7,-5.3,-0.6,-5.9,-0.6,0.1,0
116,26.5,0.582,0.009,0.438,10,23.3,16.6,8,2,6.7,8.3,25.2,2.3,2.2,4.5,3.9,10.4,0
117,15.9,0.542,0,0.307,11.4,20.9,16.1,4.5,0.9,3.7,10.8,17.8,-1.9,0.5,-1.3,0.2,2.6,0
118,13.1,0.491,0.019,0.231,7.4,16.4,11.9,7.8,1.8,1.4,10.4,19.9,-2.8,0.3,-2.5,-0.2,2,0
118,13.7,0.485,0.02,0.223,7.2,16.4,11.8,8.8,1.7,1.3,9.5,20.9,-2.5,0.2,-2.3,-0.1,1.5,0
118,10.3,0.527,0.012,0.284,7.8,16.7,12.4,3.3,1.9,1.7,15.7,15.5,-3.8,0.6,-3.2,-0.1,0.5,0
119,11,0.456,0.544,0.147,3.9,16.4,10.4,8.2,1.4,2,6.5,23.7,-1.8,-1.4,-3.2,0,0.1,0
119,2.4,0.279,0.615,0.231,7,17.8,12.4,9.2,0,0,0,19.7,-5,-3.6,-8.6,-0.1,0,0
119,13.5,0.499,0.527,0.127,3.1,16,9.8,7.9,1.8,2.5,7.9,24.8,-0.9,-0.7,-1.6,0,0.2,0
120,13.1,0.526,0.346,0.229,3.3,13.3,8.4,19.7,2.3,0.9,17.2,18.6,-1,0.6,-0.4,0.2,1,0
120,13.2,0.545,0.333,0.237,2.3,14,8.4,15.1,2.5,0.7,17,18.6,-1.2,1.2,-0.1,0.1,0.6,0
120,12.9,0.495,0.367,0.217,4.8,12.1,8.5,26.9,1.9,1.2,17.6,18.8,-0.7,-0.2,-0.9,0.1,0.4,0
121,10.7,0.5,0,0.386,10.7,25.8,18.1,1.9,0.9,4.5,15.6,13.1,-6,0,-6,-0.4,0.6,0
121,-5.1,0.266,0,2,0,0,0,0,0,0,0,13.8,-10.1,-3.1,-13.3,0,0,0
121,8.7,0.533,0,0.448,7.6,28.5,17.6,2.9,0,4.8,20.6,12.3,-7.4,-0.5,-7.9,-0.2,0.1,0
121,12.5,0.488,0,0.321,13,24.8,18.9,1.3,1.5,4.4,13,13.5,-5.1,0.4,-4.6,-0.2,0.5,0
122,10.7,0.534,0.524,0.162,2.5,8.5,5.4,22.1,1.3,0.3,15.9,13.2,-0.5,-1.7,-2.1,0,2.1,0
123,15.2,0.517,0.22,0.312,5,13.4,9.2,14.6,1.5,0.3,10.4,22.3,0.4,-0.2,0.2,1.2,4.5,0
123,17,0.536,0.175,0.35,5.4,15.4,10.5,18.7,1.5,0.4,12.6,25.1,0.7,0.7,1.4,0.7,2.4,0
123,14,0.503,0.251,0.285,4.8,12.2,8.4,12,1.4,0.3,8.8,20.6,0.1,-0.8,-0.6,0.5,2.2,0
124,18.4,0.532,0.149,0.448,2,11.3,6.6,18.9,1.5,0.7,9.5,28,1.4,-0.7,0.7,2,8.8,0
125,14.1,0.578,0.193,0.159,4.4,13.8,9.3,16.3,1.1,1.2,16.3,17,0.2,1.4,1.6,1.8,4.9,0
126,16.5,0.534,0.004,0.41,13.4,26.9,20,7.2,1.8,4.6,16.8,16.8,-2.4,3.1,0.7,0.5,2.2,0
127,9.2,0.493,0.537,0.179,3.4,11.9,7.8,14.6,1.5,0.6,14.2,16.3,-1.5,-0.8,-2.3,-0.1,0.9,0
127,6.5,0.492,0.686,0.093,1.7,8.9,5.4,10.3,1.1,0.6,15.2,17.5,-2.5,-1.2,-3.7,-0.1,0.2,0
127,10.9,0.494,0.413,0.25,4.5,13.9,9.3,17.3,1.7,0.6,13.5,15.6,-0.8,-0.5,-1.4,0.1,0.7,0
128,12.2,0.588,0.524,0.325,1.8,11.5,6.6,7.9,1.5,1.2,11.1,14.7,-0.3,0.4,0.1,0.5,2.4,0
129,21.4,0.604,0.274,0.381,2.9,7.4,5.2,28.1,2,0.6,14.3,24.5,4.9,-1.1,3.9,4,10.3,1
130,22.6,0.599,0.003,0.427,17.5,27.7,22.3,2.2,2,4,10.7,16.7,1.1,0.5,1.6,2.4,9.9,0
131,8.9,0.541,0.503,0.13,2.4,7.7,5.1,8.6,1.2,0.4,10.6,13.5,-0.3,-0.4,-0.8,0.5,2.4,0
132,21.3,0.535,0.006,0.349,8.6,28.3,18.8,16,1,4.6,13.2,25.2,-0.9,4,3.2,2.8,7.4,0
133,12.6,0.549,0.419,0.212,2.1,13,7.6,12.3,1.3,1.4,11.3,17,-0.3,1.1,0.7,1.8,6.5,0
134,29.8,0.635,0.291,0.477,2.2,18.6,10.8,26.7,1.7,1.5,12.2,33,8.4,0.4,8.8,8.5,19.2,1
135,-1,0.333,0,0,9.1,9.6,9.3,0,0,0,25,14.9,-10.5,-4.7,-15.2,0,0,0
136,12.2,0.554,0.468,0.087,2.4,10.2,6.3,7.1,2.1,0.4,7.8,16.4,0,-1.7,-1.7,0,0.7,0
137,16.8,0.532,0.164,0.336,1.5,9.8,5.6,24.8,2.4,0.6,15.2,26,0.6,-0.6,0,1.5,4.9,0
138,3.9,0.5,0,0,0,4.4,2.2,0,0,3.1,0,10.1,-4.9,-2.8,-7.6,0,0,0
139,16.2,0.549,0.006,0.226,11.1,18.7,14.8,6.1,1.8,3,9.9,15.3,-0.9,0.8,-0.1,0.6,2.8,0
140,11.7,0.516,0,0.867,14.8,28.4,21.5,3.5,2.1,0.3,21.9,13.4,-3.5,-0.1,-3.6,-0.4,1.5,0
140,9,0.462,0,1.102,15.9,28.7,22.4,1.8,1.7,0.4,24.2,13.6,-5.6,-1.3,-6.9,-0.5,0.4,0
140,13.8,0.556,0,0.714,13.8,28.1,20.9,4.8,2.4,0.2,20.1,13.2,-1.9,0.9,-0.9,0.1,1.1,0
141,18.4,0.504,0.106,0.346,4.3,15.4,9.8,30.4,2.2,0.9,14.5,27.1,1.2,-0.4,0.8,1.4,3.1,0
142,19.8,0.573,0.004,0.379,11.8,22.2,16.9,7.5,1.6,2.3,12.4,21.3,0.3,0.9,1.2,1.8,6.5,0
143,15,0.533,0.44,0.162,2.3,9.8,6.1,34.6,2,0.6,19.6,23.2,0.9,-2,-1.1,0.2,0.7,0
144,11,0.502,0.272,0.252,9.5,20.6,14.9,5.2,1.5,4.3,20.1,18.6,-4.2,1.1,-3.1,-0.1,0.3,0
145,19,0.556,0.001,0.38,10.1,23.7,16.7,7.3,1.8,3.8,12.9,20.8,-0.8,1.4,0.7,1.5,5.1,0
