Rk,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,WS,All-NBA
144,6.6,0.395,0.301,0.041,2,7.1,4.5,25.6,2.6,0.7,21.4,20.3,-5.3,-1.3,-6.6,-0.4,-0.3,0
145,20.5,0.636,0.086,0.5,11.3,19.4,15.4,7.9,2.2,3.6,6.6,13.1,1.5,2,3.5,0.4,1.3,0
146,11.7,0.49,0.015,0.708,14.9,29,22.2,6.1,1.4,0.5,20,13,-2.7,0,-2.7,-0.1,1.2,0
147,17.7,0.508,0.195,0.25,3.5,14.1,8.8,32.7,2,1,16,26.1,1.7,0.1,1.9,2.6,4.6,0
148,5.7,0.457,0.635,0.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,-2.6,-1.3,-3.8,-0.8,-0.1,0
149,16.2,0.58,0,0.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,-3,1.2,-1.8,0,1.7,0
150,18.4,0.548,0.011,0.391,12.1,22.9,17.3,7.1,1.5,2.1,12,20.3,-0.2,0.9,0.8,1.4,5.6,0
151,9.9,0.513,0.614,0.07,1.7,7.1,4.5,18,1.9,0.8,16.4,16.6,-0.7,-1.3,-2,0,0.6,0
152,21.8,0.558,0.007,0.362,10,20.7,15.4,9.4,1.4,4.3,10.2,23.8,0.8,1.7,2.4,2.6,8.3,0
153,12.4,0.48,0.321,0.142,0.8,9.4,5.1,21.9,2,1.2,13.8,20.7,-1.8,-1.3,-3,-0.1,0.2,0
154,10.8,0.527,0.049,0.146,5.3,8.5,6.9,10.1,2.6,0,15.5,10.8,-1.5,0.1,-1.5,0,0.3,0
155,12.4,0.546,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,0.2,-2.3,-2.1,-0.1,2.1,0
156,11,0.51,0.654,0.137,0.9,7.8,4.2,17,1.6,0.8,12.3,19.3,0.7,-1.8,-1.1,0.2,1,0
157,4.9,0.75,1,0,8,8.6,8.3,32.8,0,6,60,16.6,-4.8,-0.3,-5.1,0,0,0
158,8.1,0.406,0.279,0.344,2.6,10.2,6.3,39.4,1.7,0,26.2,17.5,-4.9,-2.4,-7.3,-0.3,-0.1,0
158,5.9,0.343,0.256,0.349,2.4,10,6,40.4,1.8,0,26.6,17.2,-6.6,-2.8,-9.3,-0.3,-0.3,0
158,13.7,0.557,0.333,0.333,3.2,10.8,7.1,36.7,1.5,0,25.3,18.2,-0.6,-1.5,-2.1,0,0.2,0
159,9.8,0.479,0.289,0.271,1.8,7.1,4.5,17.2,1.5,0.3,15.1,19.6,-2.6,-2.9,-5.5,-0.4,0.2,0
160,12.2,0.522,0,0.166,11,21.9,16.6,3.8,0.7,2.7,12.4,13.4,-3,1.2,-1.8,0,1.6,0
161,9.5,0.546,0.71,0.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,-0.9,0,-0.9,0.5,2.1,0
162,16.8,0.563,0.53,0.336,2.3,14.7,8.3,9.4,1.6,1.1,8,21.5,2.3,-1.1,1.3,1.2,3.9,0
163,12.3,0.489,0.344,0.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,0,-1.1,-1.1,0.3,1.3,0
164,3.6,0.347,0.714,0.063,1.7,7.7,4.7,11,2.2,1.9,13.4,16.2,-5,-0.2,-5.3,-0.2,-0.2,0
165,15.2,0.496,0.023,0.147,5.7,31.1,18.3,13.1,2.5,1.4,12.4,17.8,-2.6,2.4,-0.2,0.4,1.9,0
165,14.8,0.486,0.022,0.149,6.1,31.3,18.7,13,2.5,1.2,13.3,18.1,-2.8,2.5,-0.4,0.3,1.6,0
165,19.3,0.58,0.032,0.129,2.3,28.9,15.2,14.3,2.6,3.2,3,15.2,-0.2,1.7,1.4,0.1,0.3,0
166,21.7,0.558,0.016,0.41,4.9,21.8,13.4,19.7,1.4,4,12.2,24.6,1.3,3.5,4.8,4.6,10.2,1
167,22.7,0.55,0.023,0.317,9.2,27.6,18.6,14.4,0.5,4,10.7,24.7,0.7,2.1,2.8,3.2,10.4,1
168,19.7,0.556,0.197,0.352,4.8,13.7,9.4,19,1.5,1.3,12.4,27,2.8,-0.7,2.1,2.5,6.1,0
169,13,0.548,0.188,0.414,5.9,9.5,7.7,5.8,2.7,0.8,13,16.7,-1.3,0.3,-1,0.2,1.2,0
169,14,0.574,0.175,0.474,5.9,9,7.4,5.7,2.7,0.9,13.1,16.1,-0.7,0.3,-0.4,0.2,1.1,0
169,9.7,0.47,0.224,0.245,5.8,11.1,8.5,6,2.4,0.5,12.8,18.5,-3.2,0.2,-3,0,0.1,0
170,13,0.492,0.449,0.224,4.9,21.7,13.4,11.8,2.8,0.9,18.2,32.8,-2.7,-0.7,-3.3,0,0,0
171,16.1,0.545,0,0.364,10.7,14.6,12.7,6.9,1.1,3.2,11.6,17.6,-0.6,1.1,0.6,1.1,4.8,0
172,16.2,0.544,0.438,0.346,2,12.8,7.5,28.6,2.2,0.9,18.5,23.9,1.4,0.3,1.7,1.5,3.7,0
173,21.6,0.627,0.005,0.639,14.3,27.2,20.7,8.2,1.6,7,16.9,14,0.7,5.1,5.8,4.3,9.3,0
174,11.9,0.469,0.214,0.159,9.6,19.3,14.5,8.6,1.2,0.8,8.7,17,-1.8,0.2,-1.6,0.1,1.7,0
175,11.2,0.486,0.204,0.413,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,-3.3,-1.2,-4.5,-0.3,0.2,0
176,11.4,0.517,0.231,0.293,6.4,17.8,12,6.3,1.3,2.2,13.9,15.5,-2.8,0,-2.8,-0.2,1,0
177,10.6,0.538,0.329,0.227,0.8,8.3,4.5,10.3,0.9,0.1,14.5,21.8,-2.5,-3.6,-6.1,-0.8,0.3,0
178,3.7,0.428,0.158,0.105,10.2,17.7,13.7,4.8,0.7,0,28.7,17.1,-9,-2.3,-11.3,-0.2,-0.1,0
179,12.7,0.544,0.454,0.192,1.6,7.4,4.5,17.6,1.3,0.5,14,19.8,1.4,-2,-0.6,0.7,2.9,0
180,18.2,0.587,0.004,0.226,8.5,24.1,16.5,6.5,1,3.6,10.5,17.6,-0.4,2.3,1.8,2.4,8.6,0
181,8.6,0.527,0.519,0.228,4,11.5,7.8,4.4,1.1,0.8,11.9,15.5,-1.5,-1.8,-3.2,-0.2,0.6,0
182,8.7,0.47,0.443,0.548,3.7,12.3,7.8,9.4,1.5,4,16.3,16.5,-4.3,1,-3.3,-0.5,0.5,0
183,16.5,0.596,0.619,0.172,2.7,13.9,8.4,10.3,2.2,2.8,10.5,17.5,2.8,2.2,5,4.1,7.8,0
184,16.4,0.54,0.43,0.261,5.1,22.4,14,16.1,2.4,2.9,13.5,17.2,1,4,5,4.4,8.5,0
185,8.9,0.436,0.29,0.074,1.8,6.6,4.1,15.1,1.5,0,7.7,19.1,-2.7,-2.7,-5.4,-0.3,0,0
186,15.4,0.532,0.497,0.154,2.5,11.7,7,10.9,1.4,0.6,11.1,28.4,0.8,-3.3,-2.4,-0.2,1.9,0
187,14.9,0.603,0.128,0.213,13.3,18,15.7,4,1.6,2.4,21.4,18.3,-2,-0.1,-2.1,0,0.4,0
187,9.9,0.571,0.286,0,13.9,13.4,13.6,0,0,6,22.2,16.4,-4.3,-1.9,-6.2,0,0,0
187,15.8,0.608,0.1,0.25,13.2,18.8,16,4.7,1.9,1.8,21.3,18.6,-1.5,0.2,-1.3,0,0.4,0
188,14.4,0.534,0.302,0.297,2.9,12.1,7.5,8.8,1.1,1.1,9,21.9,0.1,-0.8,-0.7,0.8,5.2,0
188,14.6,0.539,0.324,0.303,2.1,12.2,7.1,7.9,1.2,0.9,9.4,23.8,-0.1,-1.4,-1.6,0.1,2,0
188,14.2,0.53,0.28,0.291,3.6,12,7.8,9.5,1,1.3,8.6,20.5,0.3,-0.3,0,0.7,3.1,0
189,7.9,0.477,0.395,0.111,1.6,7.9,4.7,10.9,1.4,0.4,13,17.6,-2.8,-2.1,-4.9,-0.7,-0.1,0
190,22.8,0.551,0.022,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,3.1,1,4.1,3.6,9,1
191,11,0.567,0.073,0.317,3.3,12.9,8.1,19.6,1.8,0,20.4,15.2,-2.5,-0.6,-3.1,0,0.3,0
191,10.9,0.522,0.071,0.214,0,17.8,8.9,26,1.2,0,16.4,19,-3,-1.7,-4.6,0,0.1,0
191,11.1,0.589,0.074,0.37,4.4,11.3,7.9,17.4,1.9,0,22.3,13.9,-2.3,-0.3,-2.6,0,0.3,0
192,9,0.446,0.606,0.134,3.4,11.5,7.4,5.1,1.6,1.5,7.2,20.4,-2.2,-1.3,-3.5,-0.3,0.3,0
193,8.3,0.543,0.6,0,1.9,12.7,7.4,8.2,0.8,0,10.3,14.4,-1.1,-2.1,-3.2,0,0.1,0
194,14.6,0.551,0.174,0.264,9.3,12.7,11,8.1,2,3.4,11.6,14.2,-0.1,0.9,0.7,0.5,1.5,0
194,9.7,0.485,0.292,0.108,10.2,9.8,10,6.5,1.5,1.5,10.5,12.4,-1.2,-0.4,-1.6,0,0.4,0
194,18,0.586,0.106,0.354,8.7,14.8,11.6,9.2,2.3,4.6,12.1,15.5,0.6,1.7,2.3,0.5,1.1,0
195,13.3,0.597,0.042,0.842,11.6,17.3,14.4,2.8,1.5,1.1,8.1,10.5,0.1,-0.5,-0.5,0.4,3.4,0
196,12.1,0.512,0.494,0.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,0.1,-4.2,-4.1,-0.9,0.8,0
197,26.7,0.605,0.378,0.561,2.8,14.2,8.5,34.6,2.6,1.6,14.9,31.3,7.4,1,8.4,7.8,16.4,1
198,8.4,0.449,0.354,0.259,6.3,11.6,8.9,5.4,2.4,1.1,13.3,13.7,-3.1,0.2,-2.9,-0.1,0.3,0
199,14.8,0.559,0.508,0.309,0.8,8,4.4,20.4,2.3,0.7,12.5,18,1.9,-0.8,1.2,1.3,4.2,0
200,4.9,0.395,0.475,0.217,3,6.7,4.8,5.9,2.7,0.8,13.8,16.6,-4.2,-0.1,-4.3,-0.4,-0.7,0
201,5.6,0.537,0.7,0.125,1.7,7.8,4.8,7.7,0.7,0.3,17.6,14.1,-2,-2.5,-4.5,-0.3,0.2,0
202,16.7,0.551,0.252,0.258,3.4,17.3,10.3,8.8,1.5,1.2,9.8,22.5,0.4,-0.7,-0.3,1,4.8,0
203,10.6,0.488,0.042,0.268,8.8,22.1,15.6,7.4,1.1,1.1,13.3,14.6,-3.3,-0.1,-3.4,-0.4,1.4,0
204,9.8,0.478,0.424,0.164,2.7,19.7,11.4,10,1,3.4,12.1,17.9,-2.9,1,-1.9,0,1.2,0
205,10.4,0.492,0,0.239,8.1,14.9,11.5,11.3,2,1.3,13.6,10.4,-1.5,1.1,-0.4,0.1,0.5,0
206,20.2,0.567,0.304,0.425,2.4,14,8.2,21.7,2.2,0.9,13.8,26.2,3.3,0.1,3.4,3.6,8.7,0
207,9.1,0.49,0,0.433,5.9,21.9,14,2.5,0.9,6.6,21.9,17.3,-7.9,1.3,-6.6,-0.1,0,0
208,13.2,0.514,0.161,0.256,1.7,11.6,6.5,15.6,1.1,0.7,10.5,20.7,-1.2,-0.4,-1.5,0.3,3.6,0
209,4.9,0.424,0,1.846,2.5,2.7,2.6,4.8,1.8,0,11.3,13.7,-5.5,-2.4,-7.9,-0.1,-0.1,0
210,18,0.578,0,0.396,11.7,17.4,14.5,7.8,1.2,9.3,17.6,18.1,-1.9,4.6,2.7,1.5,3.6,0
211,15.4,0.501,0.003,0.287,9,21.9,15.5,7.4,0.5,5.1,11.8,21.3,-3.1,2.1,-1,0.5,4.2,0
212,14.3,0.504,0.004,0.438,11.1,24,17.3,6.5,1.3,1.9,14.9,19.7,-3.1,0.4,-2.7,-0.3,1.8,0
213,14.3,0.534,0.008,0.336,5.7,17,11.5,12,2,1,15.2,21.8,-1.9,1.3,-0.6,0.6,3,0
214,21.5,0.579,0.361,0.267,2.2,13.3,7.8,31.4,1.8,0.9,10.3,23.8,5.4,0.2,5.6,2.4,5.4,0
215,16.2,0.494,0.014,0.216,9.9,23.4,16.4,9.5,0.9,2.3,11.1,22.7,-2,-0.6,-2.6,-0.3,2.2,0
216,10.2,0.507,0.328,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,-1.1,0.8,-0.3,1,3.5,0
217,6.8,0.468,0.441,0.131,1.4,6.6,4.1,13.8,1.5,0.6,15.3,13.3,-2.3,-0.6,-2.8,-0.3,1,0
218,18.8,0.522,0.253,0.142,2.8,9,5.9,34.9,2.5,1.3,13.8,23.1,3,-0.7,2.3,1.4,3.4,0
219,12.1,0.498,0.464,0.191,2,9.7,6,10.1,3,1.4,10.2,18.8,-1.4,0.5,-1,0.2,1.3,0
220,13.1,0.648,0,0.659,9.6,16.6,13.2,5,0.7,3.4,19.1,13.1,-1.4,0,-1.4,0.1,1,0
221,12.3,0.529,0.455,0.214,1,11.7,6.4,13.2,1.5,0.9,9.9,19.6,0.2,-1.3,-1.1,0.2,2.2,0
222,21.4,0.563,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,1.3,2.5,3.8,3.4,8.7,0
223,19.2,0.596,0.005,0.641,10,28.9,19.5,7.3,1.1,3.4,17.5,23.3,-2.4,1.2,-1.2,0.3,3.6,0
224,16,0.571,0.429,0.286,2.1,13.8,8,12.6,5.4,1.5,16,15.1,0,3.3,3.3,0.1,0.2,0
225,9.7,0.536,0.297,0.169,4.6,16.4,10.3,5.6,1.1,1,8.9,12.1,-1.8,-1.6,-3.5,-0.3,0.8,0
226,15.4,0.512,0.016,0.262,10.1,24.4,17.4,6.7,1.3,1.5,8.5,18.3,-2,0.7,-1.3,0.2,3.8,0
227,16.6,0.549,0.261,0.14,7,18.1,12.6,4.2,0.7,5.8,10.4,18.9,-0.5,1.3,0.8,1.5,5.6,0
228,12.3,0.553,0.427,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,0.1,1.5,1.6,1.9,5.1,0
229,16.8,0.554,0.341,0.192,7,17,12,7.4,1.4,1.2,6.9,22.1,1.2,-1.4,-0.2,0.6,4,0
230,9.6,0.533,0.571,0.113,1.5,10.5,6,16.8,2.3,0.5,20.9,12.9,-1.1,0.3,-0.8,0.5,2.2,0
231,21.5,0.583,0.306,0.296,2.3,7.5,5,25,2.2,0.6,11.8,26.2,4.7,-1.4,3.3,3.7,10.4,1
232,14.6,0.522,0.179,0.278,1,11.3,6.1,27.3,1.7,0.5,17.2,22.6,-0.5,-1,-1.5,0.3,2.6,0
233,17.2,0.511,0.242,0.219,2.6,12.9,7.8,34.8,1.4,0.3,14.6,24.6,1.9,-1.2,0.8,1.6,4.9,0
233,15.6,0.511,0.274,0.2,2.2,13,7.7,24.5,1.5,0.3,12.7,22.1,0.7,-1.1,-0.4,0.6,2.9,0
233,19.8,0.511,0.198,0.245,3.4,12.7,7.9,51.2,1.2,0.4,17,28.6,3.9,-1.2,2.6,1,2,0
234,16,0.593,0,0.852,12.5,14.6,13.5,3.4,0.6,7.7,13.9,12.2,-1.3,2.9,1.6,0.1,0.5,0
235,25.9,0.577,0.265,0.413,2.4,16.6,9.6,38.6,2.3,1.6,15.3,32.3,6.2,1.2,7.4,5.9,10.4,1
236,19.7,0.5,0.005,0.163,5.3,25.5,15.1,11.6,1.2,3.3,5.9,26.3,-1.3,1.6,0.2,1.1,4.7,0
237,13.2,0.48,0.09,0.323,10,20.6,15.3,4.8,1,3.2,9.5,18.1,-3.3,-0.4,-3.7,-0.2,0.8,0
238,11.3,0.577,0.478,0.352,2.2,14,8.1,7,1.3,0.7,12.2,15.3,-0.2,-0.5,-0.7,0.4,2.3,0
239,15.9,0.629,0.525,0.192,0.8,13.8,7.5,7,1.7,0,6.9,17.8,1.1,-2.1,-0.9,0.1,0.9,0
240,19.7,0.522,0.389,0.263,1.9,8,4.8,39.9,1.9,0.3,12.9,26.3,4.3,-2.5,1.8,1.1,3.3,0
241,15,0.549,0.369,0.174,8,17.2,12.5,9,1.9,1.1,9.7,16.2,0.5,0.4,0.9,0.9,3.5,0
241,14.5,0.564,0.384,0.182,7,15.3,11,9.2,2,1.2,10.8,15.1,0.5,0.5,1,0.5,1.9,0
241,15.5,0.533,0.354,0.166,9.4,19.8,14.5,8.7,1.8,1,8.5,17.6,0.4,0.3,0.7,0.4,1.5,0
242,1.5,0.303,0.577,0.038,4.4,15.2,9.9,9.6,2.1,3.1,10.2,25.4,-6.8,-1.5,-8.4,-0.1,-0.1,0
242,-11,0.206,0.765,0,4.4,12.7,8.6,5.9,0,6.3,10.5,32.7,-12.3,-4.1,-16.4,-0.1,-0.2,0
242,13.6,0.477,0.222,0.111,4.5,17.7,11.1,13.2,4.1,0,9.6,18.4,-1.6,1,-0.6,0,0.1,0
243,15.4,0.603,0.089,0.249,9.3,17.3,13.3,9.4,1.1,2.4,16,15.7,0.8,1,1.8,1.9,5.1,0
244,10.2,0.515,0.617,0.104,1.7,10.2,5.9,4.6,2.6,1.1,8.5,15,-1.6,-0.6,-2.2,0,0.8,0
244,6,0.425,0.65,0.133,1.7,14,7.5,2.7,2.4,2.2,12.4,16.9,-5.6,-0.6,-6.2,-0.2,-0.1,0
244,14.2,0.608,0.594,0.094,1.7,8.2,4.9,5.6,3,0,8.3,15.8,1.7,-1,0.7,0.1,0.6,0
244,9.7,0.502,0.6,0.067,1.8,8,4.9,5.7,2,1.3,0,10.9,-1.2,-0.2,-1.3,0,0.3,0
245,17.9,0.617,0.126,0.252,5.1,16.5,10.8,11.4,2,4.1,15,17.4,0.6,2,2.7,1.6,4.1,0
246,14.1,0.523,0.329,0.172,2.1,13.3,7.7,17.1,1.1,0.4,11.1,20.3,0.9,-0.7,0.2,1.5,4.1,0
247,4.8,0.43,0.28,0.333,5.5,10.9,8.2,6.3,1.3,0.9,18.1,17.4,-6.1,-1.2,-7.3,-0.3,-0.1,0
248,12,0.506,0.287,0.281,2.9,13.1,8.1,11.3,2.9,1.3,13.8,17,-1.8,0.7,-1.1,0.1,0.8,0
249,11.1,0.509,0.375,0.162,3.2,12.9,7.8,8.6,1.3,1.6,10.5,16.4,-0.9,-0.6,-1.5,0.3,1.7,0
250,1.9,0.406,0.19,0.524,0.9,9,5,2.1,1.2,0,3.7,9.8,-5.2,-1.3,-6.4,-0.1,0,0
251,11.1,0.565,0.871,0.229,1.6,9,5.3,5.4,1,0.9,5.5,15.8,1.4,-2.8,-1.4,0.1,1.5,0
252,6.9,0.459,0.326,0.201,1,11.7,6.5,4.2,1.4,1,10.7,15.3,-4.2,-1.2,-5.4,-0.5,0.2,0
253,18.3,0.567,0.124,0.314,9.7,17.6,13.7,6.9,1,5.2,9.8,18.4,-0.6,1.9,1.3,0.7,3,0
254,21,0.638,0.007,0.882,16.2,32.4,24.5,3.2,1.5,5.4,12.8,13.6,0.9,3.2,4.1,4.3,12.8,1
255,16.8,0.609,0,0.468,15.3,15.5,15.4,5.3,1.1,3.1,16.3,16.1,-0.2,0,-0.2,0.2,1.2,0
256,15.5,0.564,0.107,0.348,3.5,11.4,7.5,19.7,1.6,0.9,12.4,17,0.2,0.5,0.7,1,4.5,0
257,17.3,0.537,0,0.186,11.6,25.2,18.5,7.8,0.7,2.8,15.4,22.5,-2.5,1.1,-1.4,0.2,3.3,0
258,20.3,0.564,0.048,0.252,14.6,20.5,17.6,4.8,0.9,1.1,12.3,24.7,0.2,-2.3,-2.1,-0.1,6.4,0
258,17.5,0.535,0.07,0.203,12.9,20.5,16.7,3.8,0.9,1,12.8,25.1,-1.5,-2.6,-4.1,-0.7,2.7,0
258,24.9,0.611,0.012,0.335,17.5,20.5,19,6.4,0.8,1.3,11.6,23.9,3,-1.7,1.2,0.7,3.7,0
259,10.5,0.508,0.403,0.284,4.5,8.9,6.7,12.3,2.1,0.1,13.7,14.4,-0.7,-0.5,-1.2,0.1,0.7,0
260,8.6,0.473,0.434,0.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14,-2.1,-0.8,-2.8,-0.3,0.7,0
261,15.1,0.519,0,0.444,7.4,21.9,14.4,8.2,1,1.9,9.9,18.4,-2.2,1.3,-0.8,0.5,3.8,0
262,10,0.506,0.65,0.2,1.5,8.2,4.8,8.5,2.1,0,8.4,14.6,-0.7,-3,-3.8,0,0.1,0
263,2.8,0.222,0,0.8,6.2,18.6,12.5,3.6,1.4,0,12.9,9.8,-8.1,-0.2,-8.3,-0.1,0,0
264,8.5,0.41,0,0.5,8.3,0,4.1,10.1,0,0,0,15.7,-3,-4.3,-7.4,0,0,0
265,17.1,0.543,0.361,0.251,1.6,12,6.8,27.4,2.3,0.4,16.1,25.9,1.7,-0.7,1.1,1.6,4.5,0
265,18.5,0.556,0.341,0.26,1.8,13.1,7.5,28.6,2.5,0.5,16.7,26.6,2.3,-0.1,2.2,1.8,4.4,0
265,10.5,0.472,0.469,0.203,0.6,6.7,3.6,21.6,0.9,0.2,12.9,22.6,-1.1,-3.5,-4.5,-0.2,0.1,0
266,14.8,0.699,0.748,0.197,0.7,13.3,7.2,12.1,1.1,1.5,14.1,14.4,3.1,0.2,3.3,3.3,7.5,0
267,14.2,0.53,0,0.237,10.3,25.8,18.1,4.3,1.1,3.9,14.9,15.8,-3.4,1.9,-1.5,0.2,3.3,0
268,12.9,0.727,0,0.333,10.8,14.5,12.7,11.1,1.4,1,26.7,11.3,-0.3,1,0.8,0.1,0.3,0
269,14.9,0.538,0.444,0.22,1.4,16.5,9.1,10.9,1.7,0.7,9,20.5,0,-1.6,-1.6,0.1,1.6,0
270,14.9,0.578,0,0.407,9.8,15.5,12.8,3.6,0.6,1.1,11,18.1,-1,-2.6,-3.6,-0.5,2.8,0
271,10.9,0.504,0.269,0.181,1.7,9.4,5.4,19.4,2.6,0.4,15.1,13.6,-1.6,-0.7,-2.4,-0.2,1.7,0
272,10.5,0.459,0.18,0.315,10.5,20.9,15.5,7.5,1.5,2.9,17.8,19.9,-4.2,0.7,-3.6,-0.1,0.1,0
273,11.3,0.515,0.247,0.261,1.6,11.6,6.4,24,1.4,0.4,20.4,22,-1.7,-2.7,-4.5,-1.2,-0.7,0
274,18.5,0.526,0.221,0.392,1.6,8.1,4.7,43,1.7,0.3,14.6,20.6,2.7,-2.1,0.5,1.7,7,0
275,6.3,0.426,0.281,0.229,7.4,9.7,8.5,13,1.3,0.3,19.7,24.8,-4.9,-3,-7.9,-0.4,-0.6,0
275,-22.5,0.073,0.5,0.333,9.9,10,10,11.1,0,0,22.5,36,-20.6,-5.5,-26.1,-0.1,-0.2,0
275,7.6,0.45,0.267,0.222,7.2,9.7,8.4,13.1,1.4,0.4,19.5,24.3,-4.1,-2.9,-7.1,-0.3,-0.4,0
276,11.5,0.555,0.348,0.201,1,7.6,4.3,9.8,1.7,0.4,10,15.2,0.3,0.2,0.5,1.5,4.8,0
277,17.8,0.541,0.006,0.332,10,20.3,15.3,13.7,1.7,2.1,12,19.6,-0.6,2,1.4,0.8,3.2,0
278,-19.7,0,0,0,0,0,0,0,0,0,0,21.8,-21.9,-6.7,-28.5,0,0,0
279,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,-3.3,2.3,-1,0.4,3.4,0
280,22,0.567,0.234,0.307,4.8,20.6,12.9,13,3.7,1.8,9.4,23,2.6,3.5,6.1,4.1,8.6,0
281,14.8,0.631,0.457,0.131,5.9,25.3,15.8,5.8,0.6,1.2,13.1,15.8,0.1,0,0.2,0.5,2.8,0
282,11.9,0.478,0.106,0.216,7,21.7,14.3,8.8,1.1,0.9,10.5,18.6,-3.1,0,-3.1,-0.2,1.3,0
283,20.7,0.56,0.421,0.293,1.8,11.8,6.9,29,1.7,0.5,12.6,26.9,5,0,5.1,5.2,10.6,0
284,15.6,0.539,0.269,0.41,1.4,10.2,5.7,28.6,2.2,1.4,17.7,21.9,0.5,-1.3,-0.8,0.6,2.7,0
285,12.9,0.529,0.005,0.23,3.3,10,6.7,24.2,1.6,1,19,15.9,-2.1,0.4,-1.7,0.1,3.3,0
286,22.7,0.558,0.01,0.278,11.5,17.1,14.3,4.5,1.1,4.8,8.6,26.3,0.5,-0.3,0.2,1.1,7,0
287,16.2,0.574,0.002,0.291,12.7,13.1,12.9,5.1,0.5,3.7,12.9,15.5,0.1,2,2.1,1.7,5.1,0
288,18.8,0.562,0.412,0.337,6.5,26.3,16.6,10.7,1,1.2,10,21.7,2,-0.1,1.9,2.5,8.7,0
289,19.3,0.527,0.375,0.299,2.6,13.1,7.8,32.4,2.3,0.4,12.8,25.4,4.2,-0.6,3.6,3.4,7.1,0
290,-0.7,0,0,0,0,0,0,0,8.7,0,0,7.6,-7.9,6.6,-1.3,0,0,0
291,13,0.461,0.279,0.048,1.5,5,3.2,36,1.5,0,13.1,19.9,-1.1,-4.4,-5.5,-0.2,0.3,0
292,13.2,0.489,0.435,0.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,-0.9,-2.2,-3.1,-0.2,1.3,0
293,10.8,0.516,0,0.481,10.2,24,17.2,4.4,1.3,3.1,18.7,12.5,-3.8,2.6,-1.2,0.2,2.1,0
294,5.9,0.362,0.5,0.364,2.7,14.4,8.4,11.5,2.2,0.8,15,13.1,-4.7,0.2,-4.5,-0.1,-0.1,0
295,11,0.489,0.172,0.127,6.8,14.2,10.5,6.9,1.3,1.9,10.5,12.9,-2,0.7,-1.3,0.2,1.7,0
296,12.4,0.562,0.455,0.089,0.6,7.1,3.8,31.1,2.6,0,25,15.1,-1.7,-2.4,-4.1,-0.2,0.8,0
297,1.6,0.34,0.623,0,0,11.4,5.5,8,0.8,0.4,8.6,13,-5.5,-1.6,-7.1,-0.3,-0.2,0
298,10,0.437,0,0.091,6.7,14.2,10.5,7,2.5,4.9,11.6,11.2,-4.4,3.6,-0.8,0,0.2,0
299,16.7,0.549,0.306,0.309,1.6,11.1,6.2,12.5,1.3,0.1,9.7,26.6,1.8,-3.9,-2.1,0,1.9,0
300,16.1,0.586,0.592,0.193,2.1,9.5,5.9,10.8,1.9,0.4,9,19.8,3.8,0.1,3.9,3,6.2,0
301,10.4,0.455,0,0.37,10.5,15.1,12.7,3.4,1.1,4,11.5,13.1,-4.5,1.9,-2.6,-0.1,1.4,0
302,13.5,0.529,0.395,0.198,2,10.5,6.3,19.4,1.7,0.9,14.4,23.6,0,-1.3,-1.3,0.3,2.8,0
303,10.6,0.466,0.318,0.256,4.4,14.6,9.3,9.8,2.1,0.9,12.3,18.3,-3.2,0.1,-3.2,-0.6,1.1,0
304,17.7,0.564,0,0.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,-2.3,0.5,-1.8,0,0.5,0
305,12.5,0.496,0.236,0.179,4.3,9.8,7.1,21.3,1.6,0.6,14.4,18.2,-0.4,-1.3,-1.7,0.1,1.4,0
306,13.1,0.534,0.381,0.2,1.6,8.3,5,10.3,2.3,0.6,10.8,20.5,-0.4,-0.3,-0.7,0.3,1.8,0
307,10.6,0.494,0.346,0.306,5,11.4,8,9.3,1.6,4.2,17.6,19.3,-3.8,1.1,-2.7,-0.2,0.6,0
307,10.8,0.499,0.351,0.313,5,11.3,8,9.3,1.7,4.2,17.9,19.2,-3.7,1.2,-2.5,-0.2,0.6,0
307,4.6,0.346,0.2,0.133,3.4,13.3,8.4,9.9,0,4.7,5.9,22.2,-8.4,-1.3,-9.7,-0.1,0,0
308,6.1,0.48,0.383,0.14,2.1,12.2,7.3,3,0.6,0.2,13,18.3,-4.8,-3.3,-8,-0.5,0,0
309,16.6,0.55,0.012,0.242,11.9,24.4,18.2,4.6,1.7,2.6,14.5,19,-2.3,-0.1,-2.4,-0.1,1.3,0
