Rk,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,WS,All-NBA
310,14.4,0.567,0,0.418,7.3,18.9,12.9,2,0.4,6.1,16.1,18.9,-5.3,-0.3,-5.6,-0.2,0.4,0
310,16.7,0.597,0,0.475,7.5,19.5,13.3,0.8,0.5,7.6,15,19.2,-4.3,0.3,-4,-0.1,0.4,0
310,6.8,0.455,0,0.222,6.8,16.8,11.6,5.8,0,1.3,20.2,17.7,-8.5,-2.3,-10.8,-0.1,-0.1,0
311,10.4,0.552,0.471,0.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,0.4,-1.3,-0.8,0.8,2.5,0
312,1.2,0.379,0.182,0.182,0,9.2,4.6,7.8,4.2,2.1,29.6,20.6,-10.2,1.7,-8.5,-0.1,-0.1,0
313,10.2,0.613,0.358,0.245,2.9,15.1,9.1,17.5,2.1,0.9,27.3,12.8,-1.7,0.6,-1.1,0.1,0.4,0
314,14.1,0.548,0.397,0.3,0.9,7.1,3.9,8.8,2.1,0.3,8.6,20.1,0.7,-1.6,-0.9,0.4,3.1,0
315,0.5,0.15,0.15,0,0,2.6,1.3,42.2,2.4,0,9.1,23.3,-10.3,-6.3,-16.6,-0.2,-0.2,0
316,15.6,0.563,0.308,0.18,2.3,14.3,8.4,12.7,2.6,0.4,10.8,19.9,0.9,0.5,1.4,2,6.7,0
317,14.1,0.525,0.539,0.195,1.1,11.7,6.4,7.1,1.7,1.1,7.5,23.9,1,-1.3,-0.3,0.8,3.6,0
318,13.3,0.548,0.117,0.266,3.4,10.2,6.9,34.5,1.3,0.4,24.3,15.3,-1.2,-1.8,-3,-0.3,2.2,0
318,14.3,0.575,0.056,0.275,3.8,9.8,6.9,34.1,1.1,0.3,22.4,14.8,-1.1,-1.6,-2.6,-0.1,1.6,0
318,12.3,0.522,0.176,0.257,3,10.6,6.9,34.9,1.5,0.5,26,15.8,-1.4,-2,-3.4,-0.2,0.6,0
319,-5.1,0.143,0.143,0,0,2.6,1.3,6.1,1.2,0,12.5,8.5,-8.4,-1.5,-9.9,-0.1,-0.1,0
320,4.6,0.471,0.86,0.035,0.7,14,7.4,9,1,0.5,16.6,8.9,-2.6,-0.3,-3,-0.2,0.4,0
321,7.4,0.338,0.474,0.289,3.7,14.9,9.4,9.8,3,3.3,10.5,17.8,-5,1.3,-3.7,-0.1,-0.1,0
321,11.1,0.372,0.389,0.611,3.9,18,11.2,7.1,5,3.9,11.6,18.7,-4.5,3,-1.5,0,0,0
321,3.6,0.3,0.55,0,3.6,11.7,7.5,12.7,0.9,2.7,9.1,16.8,-5.4,-0.5,-6,-0.1,-0.1,0
322,13,0.496,0.542,0.119,3,7.5,5.3,16.9,1.8,0.2,9,22.1,1,-1.8,-0.7,0.3,1.4,0
323,7.9,0.45,0.378,0.361,3.5,15.2,9.4,9.7,3.2,1.4,19.5,17,-3.5,1.9,-1.6,0.1,0.4,0
324,20,0.565,0.232,0.362,6.9,20,13.6,15.4,2.8,2.4,13.3,23.8,1.6,2.6,4.2,3.7,8.3,0
325,17.9,0.556,0.502,0.455,4.3,21.8,13.3,9.7,1.7,2.4,10.6,22.8,1.2,0,1.2,1.3,5.7,0
326,8.7,0.431,0,0.1,9.6,22.3,16.1,3.6,1.6,2.8,18.3,13.4,-6.1,0.9,-5.3,-0.1,0.1,0
327,21.2,0.549,0,0.394,11.2,25.1,17.9,11.7,1.9,1.3,13,23.9,0.6,1.3,1.9,2.1,6.8,0
328,10.3,0.504,0.273,0.144,2.7,7.1,5,10.4,2.1,0.9,8.7,14.4,-1.8,-0.6,-2.5,-0.1,0.8,0
329,40.8,1,0,0,0,54.8,28.4,0,0,0,0,22,5.8,-10.2,-4.5,0,0,0
330,6.7,0.377,0.311,0.085,2.6,7.5,5.1,24.7,1.6,0,16,20,-4.4,-2.8,-7.2,-0.4,-0.4,0
331,13.7,0.52,0.41,0.148,3.9,16.9,10.3,10.2,1.5,0.6,8.2,19,0.2,-0.6,-0.4,0.8,4,0
332,15.8,0.523,0.163,0.211,4.6,17,10.7,12.4,2,1.2,12.4,23.3,-0.7,0.5,-0.2,1.2,4.6,0
333,14.8,0.604,0.528,0.145,2.4,9.1,5.8,5.2,1.5,0.5,5.5,16.5,2.4,-1.8,0.6,1.2,5.7,0
334,14.4,0.553,0.19,0.237,7.4,15.4,11.4,10.8,1.4,1.3,13.7,19.1,-0.6,0.5,-0.1,1,4.7,0
335,16.6,0.594,0.011,0.382,11,21.4,16.1,4.3,0.8,3.7,14.9,16.9,-1.2,0.8,-0.4,0.8,5.7,0
335,13.8,0.554,0.026,0.371,10.6,22.6,16.4,2.7,0.8,3.6,14.8,15.3,-2.6,0.8,-1.8,0,1.8,0
335,18.7,0.621,0,0.389,11.4,20.4,15.9,5.6,0.8,3.9,15,18.1,-0.2,0.8,0.6,0.8,3.9,0
336,19.9,0.556,0.128,0.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.3,2,-3.8,-1.8,0,2,0
337,1.1,0.51,0,0.4,6.4,0,3.1,8.3,2.8,0,40.5,24.9,-10,-1.2,-11.2,0,-0.1,0
337,-41.7,0,0,0,0,0,0,0,0,0,0,45.8,-36.8,-13.2,-50,0,0,0
337,3.6,0.615,0,0.5,6.8,0,3.3,8.8,3,0,45,23.7,-8.4,-0.5,-9,0,0,0
338,18,0.608,0.146,0.166,12.2,14.8,13.5,8,1.6,3.2,11.5,16.7,0.8,0.9,1.7,0.5,1.9,0
339,9.3,0.517,0.518,0.246,2.1,11.2,6.7,19.9,2.1,0.3,24.3,15.5,-2,-0.6,-2.6,-0.2,0.5,0
340,11.1,0.483,0.326,0.268,1.3,11,6,14.5,1,0.1,10.4,23.8,-1.7,-2.6,-4.3,-0.7,0.6,0
340,9.9,0.466,0.334,0.256,1.6,9.7,5.6,14.9,0.9,0.1,11,24.4,-2.2,-2.3,-4.6,-0.6,0.1,0
340,15.1,0.544,0.295,0.314,0,15.8,7.6,13.1,1.4,0,7.7,21.8,0.1,-3.4,-3.3,-0.1,0.4,0
341,12.1,0.503,0.512,0.071,2.5,8.9,5.7,27.8,1.7,0.3,17.3,19.5,0.6,-1.6,-1,0.4,1.4,0
341,9.9,0.501,0.632,0.049,2.6,9.2,5.9,22.8,1.3,0.3,19,15.7,0.2,-1.1,-0.9,0.2,0.6,0
341,8.7,0.323,0.61,0.22,2.7,12.9,7.7,37.4,2.9,0,16.7,19.5,-2.7,-0.6,-3.3,0,0,0
341,14.5,0.53,0.433,0.063,2.4,8,5.1,30.3,1.8,0.4,16.5,22.7,1.6,-2.2,-0.6,0.2,0.8,0
342,10.3,0.483,0.216,0.132,3.8,15.2,9.4,7.3,0.6,2,10.7,20.8,-4,-2.1,-6.2,-0.5,0.1,0
343,15.3,0.482,0.005,0.407,11.9,22.1,17.1,23,1.2,2.6,19.6,13.7,-0.2,3.6,3.4,2.8,5.6,0
344,15,0.493,0,0.352,8.3,21,14.3,9.8,2.9,5,16.2,17,-3.7,4.5,0.8,1.6,4,0
345,5.2,0.307,0,0.5,10,45.1,27.6,6.2,4.5,0,17,23.1,-11,0.7,-10.3,0,0,0
346,8.6,0.554,0.857,0.036,1.1,11.4,6.3,8.6,0,0.8,8.1,14.1,-0.2,-3.2,-3.4,-0.1,0.3,0
346,14.5,0.669,0.943,0.057,1.1,15.8,8.5,9.3,0,0.7,7.7,16.4,3.3,-3.6,-0.2,0,0.4,0
346,1.3,0.357,0.714,0,1.2,6,3.7,7.7,0,0.9,8.7,11.3,-4.5,-2.8,-7.3,-0.1,-0.1,0
347,19.2,0.56,0.258,0.272,2.1,19.9,11,10.4,0.9,1.2,6.5,24.9,1.7,-1,0.7,1.5,7.2,0
348,14.8,0.483,0.005,0.345,11.8,26.1,18.7,7.3,2.4,4.8,16.3,20.7,-3.7,3.1,-0.6,0.4,1.6,0
349,3.8,0.379,0,0.225,8.2,11.7,10,7.1,0.7,0.9,15.9,19.2,-7.5,-1.6,-9,-0.7,-0.5,0
350,14.8,0.55,0.178,0.236,6.2,21.4,13.6,11.3,1.9,3.8,17.1,17.7,-2.1,2,-0.2,0.4,1.6,0
351,15.9,0.527,0.228,0.295,2.2,11.2,6.6,19.3,2.4,0.6,14.3,25.2,0.5,-0.5,0,1.3,3.5,0
352,15.9,0.558,0.331,0.258,7,16.5,11.7,12.2,2.3,2.1,14.3,21.1,0.7,1.4,2.1,1.5,3.6,0
353,22.8,0.771,0,0.571,11.4,24.3,17.7,10.2,0.7,3.5,10.2,12.7,2.5,-0.2,2.3,0.1,0.3,0
354,15.6,0.506,0.006,0.302,13.1,19.9,16.5,16.2,2.4,1,18.2,19.1,-0.9,2.2,1.4,1.5,4.2,0
355,7.8,0.444,0.538,0.091,5.4,10.9,8.2,15.8,1.8,1.3,21.2,14.2,-3,0.7,-2.3,-0.1,0.5,0
356,14.9,0.571,0.629,0.057,0,4.6,2.3,20.8,0,0,7.7,24.3,3,-6.1,-3.2,0,0.2,0
357,14.5,0.527,0.061,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,-1.4,0.2,-1.2,0.1,1.3,0
358,15.9,0.539,0.107,0.2,0.9,6.5,3.7,28.7,1.2,0.1,13.9,24.5,0.2,-2.2,-2,0,4.1,0
359,16.3,0.567,0.419,0.233,3.2,13,8.1,11.4,1.6,0.7,9.5,20.6,2.7,-0.2,2.5,2.5,5.5,0
360,14.6,0.568,0.529,0.15,6.8,16.3,11.6,10.7,1.4,1.6,8.7,13.1,2.5,0.7,3.2,2.8,6.1,0
361,26,0.596,0.298,0.274,2.1,12.5,7.4,47.4,2.8,0.4,12.7,23.7,7.5,0,7.5,6.9,16.1,1
362,7.7,0.443,0.041,0.209,7.2,18.2,12.5,6.4,1.3,1,15.5,17,-4.6,-1.3,-5.9,-0.7,-0.5,0
362,2.9,0.317,0.143,0.286,6.2,17.5,12,0,2.7,0,0,19,-9.4,-4.5,-13.9,-0.1,0,0
362,7.8,0.448,0.038,0.207,7.2,18.2,12.5,6.6,1.3,1,15.9,16.9,-4.5,-1.2,-5.7,-0.7,-0.5,0
363,13.8,0.456,0.059,0.302,4.8,11.2,7.9,32.6,2.9,0.7,20.2,18.3,-1.5,0.8,-0.7,0.8,2.3,0
364,16.6,0.502,0,0.393,12.1,21,16.4,5.7,1.2,1.2,9.8,23.1,-1.7,-2.8,-4.5,-0.5,1.2,0
365,7,0.467,0.004,0.366,8.7,21.2,15.1,6.3,0.7,2.9,26.5,13.6,-5.5,1.3,-4.2,-0.6,0.1,0
365,7.4,0.461,0.005,0.403,8.9,21.4,15.2,6.1,0.7,3.1,25.3,12.9,-5.2,1.6,-3.6,-0.4,0.3,0
365,4.7,0.494,0,0.195,7.7,20.3,14.1,7.2,0.6,1.9,32.1,17.7,-7.4,-0.1,-7.6,-0.2,-0.2,0
366,15.2,0.58,0.462,0.32,2.7,14.3,8.7,11.9,1.2,1,10.9,19.9,1.7,-0.2,1.5,1.7,5.5,0
367,18,0.57,0.006,0.648,11.3,21.6,16.5,7,1.9,2.9,14.4,19.2,-0.5,1.4,0.8,1.2,4.8,0
368,13.4,0.536,0,0.181,10.3,19.3,14.8,4.2,1.7,4.3,15.7,12,-2.8,2.5,-0.2,0.5,2.6,0
368,13.1,0.55,0,0.195,10.3,19.7,14.9,3.9,1.7,4.2,17.5,11.2,-2.7,2.7,0,0.5,2.1,0
368,15,0.488,0,0.136,10.4,17.4,13.9,6,1.6,4.9,8.8,16.3,-3.3,1.7,-1.6,0,0.4,0
369,9.9,0.55,0.546,0.215,3.4,9,6.2,7.7,0.6,1,9.4,13.8,0.5,-1.1,-0.7,0.6,2.9,0
369,7.1,0.452,0.541,0.222,4.2,7.8,6,7.5,0.5,0.8,6.3,13.4,-1.4,-1,-2.4,0,0.6,0
369,11.1,0.592,0.548,0.212,3,9.5,6.3,7.8,0.6,1.2,10.7,13.9,1.3,-1.2,0,0.6,2.3,0
370,11.6,0.523,0.266,0.202,5.6,11.6,8.7,6.8,1.6,1.7,10.9,15.1,-1.4,0.9,-0.4,0.6,2.7,0
371,13.8,0.552,0.164,0.493,8.3,14.9,11.6,5.5,1.9,2.1,11.9,17.5,-1,0.1,-0.9,0.1,0.6,0
371,34.9,0.765,0,0.4,0,12.3,6.1,0,11.1,0,25.4,38.3,-0.5,1.5,1,0,0,0
371,13,0.535,0.177,0.5,8.7,15,11.8,5.7,1.6,2.1,10.6,16.6,-1,0.1,-1,0.1,0.6,0
372,11.8,0.453,0.374,0.282,2.3,12.4,7.3,28,2.5,0.8,17.3,17.3,-2.3,0,-2.2,0,0.8,0
373,12,0.451,0.416,0.175,2.1,8.9,5.6,23.5,1.1,0,8.7,22.5,-0.7,-3.1,-3.7,-0.1,0.3,0
373,17.1,0.542,0.438,0.202,1.2,6.8,4,25.3,1.1,0,9.4,25.1,2.7,-3.6,-0.8,0.1,0.5,0
373,7.7,0.3,0.324,0.176,5.4,14.3,9.9,22.1,1.8,0,7.6,20.6,-4.6,-1.5,-6.1,-0.1,-0.1,0
373,-1.6,0.214,0.5,0,0,7.5,3.7,18.7,0,0,6.7,15,-7.7,-4.1,-11.8,-0.1,-0.1,0
374,10.2,0.455,0.489,0.202,2.1,5.8,3.9,24.4,3.5,0.3,17.6,13.4,-1,-1,-2,0,0.7,0
375,12.2,0.557,0.728,0.18,2.8,8.6,5.7,21.5,3.4,0.1,20.1,11.6,0,-0.5,-0.5,0.5,2.3,0
375,12.7,0.583,0.714,0.161,2.5,9.3,5.8,20.4,3.4,0.1,21.4,12.7,0.2,-0.8,-0.5,0.3,1.2,0
375,11.4,0.496,0.761,0.224,3.3,7.4,5.4,23.5,3.3,0,16.9,9.6,-0.5,0.1,-0.4,0.2,1.1,0
376,12,0.504,0.167,0.162,4.1,12.8,8.3,10.3,1.1,0.9,7.5,15,-1.5,0.1,-1.3,0.2,2.5,0
376,10.6,0.484,0.18,0.164,3.8,11.2,7.5,8.9,0.7,0.8,7.1,15.4,-1.8,-0.2,-2,0,1,0
376,16.9,0.616,0.136,0.102,3.3,13.5,8.3,14.3,1.3,0.8,6.1,14.5,0.7,-0.1,0.6,0.1,0.7,0
376,11.8,0.486,0.163,0.181,4.6,14.3,9.2,10.3,1.4,1.1,8.5,14.7,-1.8,0.5,-1.3,0.1,0.9,0
377,3.3,0.45,0,0.25,9.7,15.4,12.4,0,2.2,0,18.4,20.9,-8.2,-6.2,-14.4,-0.1,0,0
378,-7.5,0.258,0,0.667,0,0,0,0,0,0,20.5,15.5,-12.3,-4.5,-16.8,-0.1,-0.1,0
379,7.2,0.298,0.143,0.343,13.8,19.3,16.5,4.4,2,1.8,6.9,15.1,-5.8,0,-5.8,-0.1,0,0
379,6.1,0.289,0.16,0.4,12.9,15.3,14.1,4,2,1.5,6.4,13.7,-5.4,-0.1,-5.5,-0.1,0,0
379,11.4,0.322,0.1,0.2,17.3,35.6,26.3,5.9,2,3.1,8.4,20.8,-7.4,0.4,-7,0,0,0
380,19.5,0.538,0.021,0.32,11.2,25.8,18.5,11.4,1.6,0.5,12.8,24.3,0.4,1.1,1.5,2,7.2,0
381,16.2,0.622,0.488,0.216,1,6.6,3.9,9,0.8,0.3,8.5,21,3.4,-2.7,0.7,1.6,6.7,0
382,-3.6,0.312,0.467,0.4,5.4,5.1,5.2,6.5,0,0,10.2,20.7,-7,-4.1,-11.1,-0.1,-0.1,0
383,11.7,0.458,0.539,0.124,3.2,14.5,8.6,16.6,1.6,0.6,7.9,21.3,-1,-1.8,-2.9,-0.1,0.4,0
384,10,0.507,0.358,0.119,1.3,10.1,5.6,21,1.5,0.5,17,14.8,-2.3,-1.7,-4,-0.3,0.6,0
385,10.3,0.481,0.264,0.254,2,8.9,5.5,14.7,1.6,0.7,10.5,17.9,-1.7,-1.2,-2.9,-0.4,1.5,0
385,10.1,0.472,0.225,0.32,1.8,8.2,5,16.7,1.2,0.7,10.6,16.7,-1.7,-1.7,-3.4,-0.3,0.7,0
385,10.6,0.488,0.296,0.201,2.2,9.6,6,12.8,1.9,0.7,10.5,19,-1.7,-0.7,-2.4,-0.1,0.8,0
386,9.1,0.513,0.423,0.239,5.1,16,10.6,7.4,2.1,1.8,17.2,9,-1.8,2.1,0.3,0.7,2.1,0
387,11.7,0.495,0.427,0.164,1,8.2,4.5,20.3,1.3,0.4,10.5,18.6,-0.8,-1.7,-2.5,-0.2,1.8,0
388,8.5,0.471,0.284,0.358,6.1,10.6,8.3,7,1.2,0.3,12.4,14.9,-3.9,-2.4,-6.3,-0.3,0.1,0
388,8.2,0.467,0.25,0.667,4.1,10.9,7.4,4.1,1.4,0,8.8,13.9,-3.8,-3.3,-7.1,-0.1,0,0
388,8.6,0.473,0.302,0.186,7.4,10.4,8.9,9,1,0.5,14.7,15.5,-4,-1.7,-5.8,-0.1,0,0
389,10.6,0.432,0.439,0.18,3.1,6.2,4.6,25.7,1.7,0.4,9.8,22.5,-0.4,-2.8,-3.3,-0.2,0.3,0
389,10.6,0.433,0.451,0.196,3.1,6,4.5,26.4,1.5,0.5,9,22.6,0,-3,-3,-0.1,0.2,0
389,10.4,0.429,0.392,0.118,2.7,7,4.9,23.2,2.4,0,13,22.1,-2.1,-2.2,-4.3,-0.1,0,0
390,15.3,0.502,0.008,0.408,12.6,28.6,20.5,7.6,2,1.9,16.1,20.2,-3.8,1.1,-2.7,-0.1,1.5,0
390,11,0.513,0,0.527,9.2,26.8,18.2,3.4,2.1,2,22.7,16.6,-5.5,1.8,-3.8,-0.2,0.5,0
390,19.3,0.496,0.012,0.343,15.8,30.2,22.6,11.7,2,1.8,11.8,23.6,-2.1,0.5,-1.6,0,1,0
391,13.5,0.448,0.133,0.121,3.9,16.4,10.1,39.3,2.3,0.3,23.6,19.5,-1.6,1.1,-0.5,0.8,1.6,0
391,15.4,0.422,0.16,0.18,3.9,22.3,12.9,49.3,2.7,0.3,25.8,18.2,-1.6,2.1,0.4,0.4,0.9,0
391,12.4,0.46,0.121,0.094,4,13.3,8.6,34,2.1,0.2,22.6,20.3,-1.5,0.5,-1,0.3,0.6,0
392,15.9,0.493,0.325,0.224,2.6,8.7,5.7,30.7,1.2,0.8,14.9,31.7,1.1,-2.3,-1.3,0.3,1.2,0
393,11.2,0.519,0.518,0.074,1.8,10.7,6.2,6.5,1.3,1,8.1,18.3,0.2,-1.8,-1.6,0.2,2.4,0
394,15.2,0.452,0.233,0.324,3,18.1,10.3,43.5,2.8,0.1,20.4,20,0.1,-0.5,-0.5,0.3,0.5,0
395,8.2,0.591,0.646,0.087,0.9,4.1,2.5,7.9,0.8,0.4,14.7,13.8,-0.7,-1.8,-2.5,-0.1,1.3,0
396,0.8,0.255,0.5,0.204,1.6,14.3,8.2,5.4,0.9,3.3,15.8,11.2,-7.7,1.8,-6,-0.3,-0.3,0
397,10.9,0.449,0.003,0.268,8.4,14.6,11.4,7.4,1.3,3.1,9.5,14.8,-3.3,0.4,-2.8,-0.2,0.8,0
398,5.1,0.422,0.542,0.083,1.7,7.1,4.4,6.6,1.8,1.1,9.1,9.3,-2.7,-0.2,-2.9,-0.1,0.1,0
399,9.4,0.498,0.367,0.272,3.2,12.9,7.8,12,1.7,1.9,16.4,17.9,-4,-0.4,-4.4,-0.7,0.6,0
400,15.2,0.507,0,0.279,13.2,19.2,16.2,6.3,2.3,5.6,12.7,17,-2,3.4,1.4,0.5,1.6,0
401,15.7,0.516,0.223,0.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27,-0.4,-2.1,-2.4,-0.2,2.5,0
402,16.8,0.515,0.031,0.352,9.3,25.6,17.5,11,1.5,0.8,11.3,22.8,-1.5,0.7,-0.7,0.5,4.4,0
403,15.1,0.543,0.424,0.17,4.7,15.2,10.1,10.9,1.1,0.2,7.4,21.4,0.6,-2.1,-1.6,0.1,2.7,0
404,13.8,0.506,0.313,0.233,6.4,19.3,13.1,11.2,2.8,1.8,12.2,14.6,-1.2,2.5,1.3,0.8,2.5,0
405,12.5,0.535,0.004,0.182,8.1,17.9,13.1,8,0.4,3.8,16.8,21.5,-3.7,0.7,-3,-0.3,1.7,0
406,11.1,0.49,0.18,0.518,2.3,11.2,6.9,23,1.2,0,17.3,18.7,-2.3,-1.6,-3.9,-0.6,1.1,0
406,8.1,0.442,0.153,0.481,2.4,9.6,6.1,22.7,1,0,18.7,18.7,-3.7,-2.6,-6.2,-0.7,-0.3,0
406,14.7,0.547,0.212,0.563,2.1,13.1,7.7,23.4,1.5,0,15.7,18.6,-0.6,-0.5,-1,0.1,1.4,0
407,11.4,0.497,0.416,0.136,4.1,12.6,8.3,14.2,2.7,0.8,15.4,17.4,-0.7,0.3,-0.4,0.6,1.5,0
407,11.9,0.484,0.307,0.172,4,11.2,7.5,21.3,2.5,0.4,15.4,20.1,-0.8,-1.1,-1.9,0,0.3,0
407,11.1,0.508,0.508,0.105,4.2,13.5,8.9,9.3,2.9,1.1,15.5,15.6,-0.7,1.3,0.6,0.6,1.2,0
408,19.5,0.541,0.415,0.448,3.3,11.7,7.3,25.7,2,0.6,10.7,26.3,3,-2.6,0.5,0.5,2.2,0
408,20,0.545,0.438,0.438,2.9,5.6,4.2,31.3,2.5,0.3,10.4,26.5,3.6,-3.6,0,0.1,0.9,0
408,9.3,0.503,0.5,0.458,1.9,5.6,3.7,8.1,0.8,0,14.8,24.9,-3.9,-4.9,-8.8,-0.1,0,0
408,20.5,0.544,0.387,0.453,3.7,16.6,10,24.4,1.9,1,10.3,26.3,3.7,-1.6,2.1,0.4,1.2,0
409,14.5,0.521,0.044,0.273,8.9,19.4,13.9,10.7,1.4,1.7,15,20.6,-3.3,-0.1,-3.4,-0.5,2.1,0
410,8.5,0.512,0.54,0.117,2,10.2,6,7.3,1.4,1,10.5,13.2,-1.3,-0.3,-1.6,0.2,2,0
410,9.4,0.526,0.534,0.103,1.9,10.2,5.9,7.9,1.3,0.9,10.3,14,-0.8,-0.4,-1.2,0.3,1.6,0
410,5.8,0.461,0.563,0.167,2.4,10.4,6.5,5.4,1.5,1.2,11.2,11,-2.6,-0.1,-2.6,-0.1,0.4,0
411,13.1,0.503,0.369,0.217,1.2,13,7.1,27.5,1.1,0,14.3,18.6,-0.4,-1,-1.4,0.2,2,0
412,11,0.491,0.57,0.266,3.6,9.9,6.7,16.3,2.7,0.8,14.4,15.1,-0.1,1.3,1.1,1.4,2.9,0
413,10.2,0.605,0,0.796,7.8,16.1,11.9,3.4,1,2.5,14.3,9.5,-2,1,-1,0.1,0.8,0
414,12.3,0.431,0.163,0.155,1.9,11.4,6.5,40.7,2.2,0.6,16.6,24.6,-2.4,-1.7,-4.1,-0.4,-0.1,0
414,9,0.378,0.111,0.2,3.5,15,9.3,25.6,1.3,0.5,15.5,16.1,-4.6,-1,-5.7,-0.1,0,0
414,13,0.439,0.171,0.149,1.5,10.6,5.8,44.1,2.4,0.6,16.7,26.5,-1.9,-1.8,-3.7,-0.3,-0.1,0
415,13.6,0.538,0.564,0.095,1.7,10.4,6,15.6,2.1,0.8,11,19.3,1.7,-1,0.7,1.4,3.7,0
415,11.5,0.487,0.359,0.155,0.7,10.4,5.4,23.3,1.5,0.5,14.4,23.3,-1.2,-3.1,-4.3,-0.4,-0.1,0
415,14.5,0.565,0.667,0.065,2.1,10.4,6.3,12.3,2.3,1,9.1,17.6,3,-0.1,2.9,1.8,3.8,0
416,12,0.497,0.071,0.258,6.2,15,10.5,13.5,0.9,2.1,13.6,19.7,-2.5,-0.9,-3.4,-0.6,1.2,0
417,14.9,0.467,0.231,0.258,7.2,18.3,12.6,20.5,1.9,3.9,15.8,24.8,-1.7,2.6,1,1.7,2.3,0
417,14.3,0.417,0.095,0.284,6.1,18.9,12.3,24.7,2.1,4.2,14.1,25.3,-2.4,3.4,1.1,0.7,0.2,0
417,15.2,0.5,0.32,0.242,7.9,17.9,12.9,17.8,1.8,3.8,16.9,24.5,-1.2,2.1,0.9,1,2.1,0
418,5.2,0.488,0.44,0.52,1.8,8.7,5.3,19.4,2.4,0,28.1,30.1,-5.6,-2.5,-8,-0.1,-0.1,0
418,-16.6,0.25,0.6,0,0,11.7,5.9,9.6,0,0,41.2,26.7,-16.7,-4,-20.7,-0.1,-0.3,0
418,22.7,0.603,0.333,0.867,3.2,6.3,4.8,27.3,4.3,0,19.4,32.8,3.4,-1.2,2.2,0,0.2,0
419,10.2,0.55,0.531,0.148,2.5,10.9,6.8,6.8,1.2,0.6,10.8,14.1,-0.6,-0.9,-1.5,0.2,2.4,0
420,19.5,0.546,0.028,0.276,10.1,18.7,14.5,9.9,0.8,2.1,10.2,29.1,-1.3,-1.3,-2.6,-0.2,4,0
421,18.9,0.601,0,0.396,10.2,17.4,13.9,11.8,1.7,2.7,14.4,18.4,0.8,2.4,3.3,1.4,4,0
422,7.5,0.492,0.503,0.216,1.1,7.5,4.4,9,0.9,1.2,11,14.2,-1.9,-2,-3.9,-0.5,0.5,0
423,8.8,0.419,0.191,0.2,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,-4,0.5,-3.5,-0.6,-0.9,0
424,7.8,0.717,0,0.5,15.7,10.5,13.1,6.6,1.6,0,41.8,11.5,-1.1,-0.6,-1.7,0,0.1,0
425,10.8,0.463,0.333,1,0,6.6,3.4,39.1,3.1,0,31.6,16.9,-4.4,-4,-8.4,-0.1,0,0
426,18.6,0.578,0,0.757,14.6,16.3,15.4,5.2,2.1,3.3,12.4,20.5,-0.2,0.7,0.5,0.1,0.5,0
427,20.3,0.595,0.008,0.38,9.9,20.5,15.1,6.8,1.2,2.5,12,23.8,-0.2,-1.3,-1.4,0.2,3.6,0
427,19.5,0.589,0.01,0.408,10.8,22.3,16.4,8.1,1.2,3.3,14.7,22.9,-0.6,-0.5,-1.1,0.2,2.2,0
427,22.3,0.605,0.006,0.33,7.8,16.5,12.1,3.9,1.2,0.9,6.8,25.8,0.8,-3.1,-2.2,0,1.4,0
428,15.4,0.528,0.187,0.286,2.1,12.4,7.3,20.2,1.5,0.4,12.2,23.4,0.2,-0.3,-0.1,0.9,4,0
429,17.9,0.503,0.26,0.182,10.1,20.9,15.4,14.2,1.4,2.1,9.3,23.6,1,1,2,1.6,4,0
430,8.2,0.481,0.316,0.36,3.5,10.3,6.8,8.2,1.4,0.2,12.6,16,-3.3,-0.6,-4,-0.2,0.3,0
431,20.6,0.566,0.233,0.36,1.6,7.7,4.7,37.9,2.9,1.2,16.6,25.3,2.5,-0.7,1.8,2.1,7.7,0
432,10.7,0.5,0.605,0.144,3.4,20.9,12.2,8.1,0.8,1.4,13.5,20.1,-1.4,-1.1,-2.6,-0.1,0.5,0
433,11.4,0.479,0.48,0.272,0.7,9,4.9,20.8,1.5,0,11.4,20.8,-0.5,-2.9,-3.4,-0.1,0.4,0
434,10.9,0.534,0.518,0.282,3.8,9.9,6.9,11,2.9,1,15.1,13.9,-0.6,1.4,0.8,0.5,1.5,0
435,11.4,0.579,0.724,0.108,1,7.1,4.1,13.8,2,0.9,13.7,14.3,0.3,-0.7,-0.4,0.7,3.6,0
436,20.6,0.579,0.434,0.437,2.1,7.7,4.9,27.2,1.6,0.2,13.1,27.8,4.6,-2.8,1.8,1.6,6.1,0
436,19.7,0.579,0.404,0.412,2.4,7.8,5.1,23.6,1.9,0.3,12.8,25.8,3.8,-2.3,1.5,1,4,0
436,22.3,0.579,0.488,0.481,1.4,7.5,4.4,35.2,1.1,0,13.5,32.1,6.4,-3.9,2.5,0.6,2.1,0
437,8,0.456,0.05,0.224,4.8,9.9,7.3,7.4,1.3,0.4,13.2,17,-4.1,-1.6,-5.7,-1.4,-0.4,0
