Rk,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,WS
173,5.7,0.438,0.523,0.167,2,12.4,7,3.8,1.1,1,10.7,19,-3.9,-2.7,-6.7,-0.4,-0.3
174,12.4,0.499,0.388,0.181,4.2,18.9,11.3,12.9,1.3,0.8,12,20.7,-1.2,-1,-2.2,0,0.2
175,12.5,0.522,0.042,0.915,12.6,15.8,14.2,3.5,1.8,1.7,10.8,14.7,-2.6,-0.1,-2.7,-0.1,1
176,11.7,0.563,0.536,0.211,0.9,9.8,5.4,8.9,1.2,0.6,7.4,16.2,-0.9,-1.2,-2.1,0,1.9
177,25.3,0.598,0.406,0.518,2.2,15.6,8.8,35.4,2.2,1.4,15.9,32.5,7.1,-0.4,6.7,6.9,13.3
178,13.3,0.541,0.341,0.27,7.5,13.3,10.4,6.9,1.7,1.9,11.9,15.6,-0.4,0.2,-0.2,0.7,2.9
179,6.9,0.597,0.9,0.2,0,3.2,1.6,0,1.4,0,15.5,16,-1.3,-3.3,-4.6,0,0
180,14.6,0.635,0.011,0.511,7.2,11.7,9.5,7.2,1.4,2.4,13.4,14.5,-1.2,-0.7,-1.9,0,0.9
181,13.1,0.559,0.422,0.374,1.5,10.3,5.9,14.5,2.4,0.8,13.2,17.9,-0.1,0.4,0.3,0.7,2.5
182,12.7,0.566,0.388,0.174,2.4,7.7,5,9.5,2,0.6,10.6,16.5,0.9,-0.7,0.2,1.3,4
183,3.4,0.375,1,0,0,22.5,11.3,18.2,0,0,20,15.1,-5,-1.6,-6.6,0,0
184,16.2,0.56,0.269,0.273,4.1,18.6,11.2,10.6,1.3,1.3,9.8,19.3,0.7,0.4,1,1.9,6.6
184,15,0.55,0.279,0.283,4.8,18.9,11.8,9.3,1.5,1.4,11.4,18.9,-0.1,0.4,0.3,0.9,3.3
184,18.2,0.577,0.253,0.259,2.9,18,10.2,12.9,1,1,7.2,20.2,1.9,0.4,2.3,1,3.3
185,4.3,0.371,0.526,0.632,4.7,13.1,8.8,3,3.2,0,14.1,13.7,-5.6,0.1,-5.5,-0.1,0
186,9.1,0.434,0.148,0.262,4.5,27.4,16.3,7.6,1,0.6,6.8,12.8,-4.6,0.1,-4.5,-0.2,0.4
187,12.4,0.508,0.333,0.212,5.3,20.6,12.9,16.3,1.1,2.1,14.8,17.1,-1.9,1.3,-0.6,0.4,1.9
188,1.6,0.694,0,1,0,37,18.4,11.3,0,0,51,10.5,-8.9,-0.6,-9.4,0,0
189,18.3,0.559,0.341,0.397,2.5,13.5,8,18.2,1.7,0.8,12.5,25.7,2.6,-0.1,2.5,3.3,8.9
190,12.9,0.526,0.257,0.276,2.3,13.7,8,8.2,1.4,1,10.3,20.2,-1.9,-1.4,-3.3,-0.5,2
191,18.6,0.58,0.003,0.402,10.4,15.8,13.2,9,1,9.7,15.7,19.1,-1.5,3.1,1.6,0.9,2.3
192,9.4,0.541,0.459,0.129,2.2,11.8,6.9,11.2,1.4,1,18,16.9,-1.9,-0.9,-2.8,-0.3,0.9
193,11.2,0.507,0.005,0.353,7.3,15.8,11.4,8,0.9,4.6,13.8,12.9,-3.1,1.9,-1.3,0.3,2.2
194,16.8,0.514,0.006,0.665,9.8,24.1,16.8,8.7,1.7,2.6,11.1,22.6,-2.9,-0.1,-3,-0.1,0.8
194,15.8,0.508,0,0.541,7.9,24,15.8,8.7,1.6,3.2,10.6,21.6,-3.2,0.2,-3,-0.1,0.5
194,18.9,0.528,0.022,0.957,14.2,24.4,19.2,8.5,1.9,1.2,12.1,24.8,-2.1,-0.9,-3,0,0.3
195,16.8,0.564,0.008,0.482,5.2,21.6,13.2,14.1,2.4,1.9,14,21.6,-1.6,1.8,0.2,0.6,2.7
196,13.2,0.555,0.425,0.203,2.5,10.3,6.5,15.5,1.6,0.5,11.1,15.8,1.1,0.5,1.5,2.2,6.2
197,16.4,0.534,0.002,0.228,11.3,21.2,16.3,9.5,1.2,2,13.2,20.3,-1.7,0.9,-0.7,0.5,3.9
198,12.2,0.543,0.356,0.202,4.9,15.9,10.5,9.6,2.1,1,12.7,13.2,-1.3,1.3,0,0.4,2.1
199,10.7,0.511,0.382,0.305,1.4,11.9,6.4,10.9,1.2,0.2,11.3,19.1,-2,-1.6,-3.6,-0.2,0.5
200,7.2,0.504,0.481,0.124,1.4,10.2,5.9,16,1.2,0.2,18.1,11.6,-2.7,-1,-3.7,-0.3,0.6
200,7.3,0.528,0.475,0.136,1.4,9.5,5.5,15,1.2,0.1,17.8,12,-2.2,-1.3,-3.5,-0.2,0.6
200,6.2,0.227,0.545,0,1.5,15.4,8.6,23.8,1.3,1,21.4,8.2,-6.6,0.9,-5.7,-0.1,0
201,19.7,0.529,0.277,0.231,1.6,10.5,5.9,37.3,2.4,1,14,28.9,3.1,-1.3,1.7,1.7,3.4
202,9.4,0.489,0.461,0.162,1.7,10.5,6.2,10.7,2.1,1.8,13.8,16.2,-2.7,0.3,-2.5,-0.1,0.6
202,4.7,0.407,0.616,0.137,1.7,9.3,5.6,5.9,2.4,1.2,14.4,15.4,-5.4,0.3,-5.1,-0.2,-0.1
202,11.8,0.527,0.387,0.174,1.7,11.1,6.5,13.2,1.9,2.1,13.5,16.6,-1.4,0.2,-1.1,0.1,0.8
203,12.3,0.636,0,0.532,11.2,13.2,12.1,3.3,0.7,4.2,19.8,11.8,-2,0.2,-1.8,0,1
203,7.2,0.571,0,0,16,9.5,12.8,0,0,1.7,30,9.1,-4.5,-3.1,-7.6,-0.1,0
203,12.9,0.641,0,0.583,10.6,13.6,12,3.7,0.7,4.5,18.8,12.1,-1.7,0.5,-1.2,0.1,0.9
204,14.2,0.519,0.101,0.377,7,21.4,14.1,10.1,3.2,2.1,13.9,13.5,-1.4,2.6,1.2,0.5,1.2
205,15.9,0.564,0.198,0.333,9.3,11.7,10.5,8,1.3,4.3,11.2,17.9,-1,0,-0.9,0.2,1.5
206,14.1,0.542,0.462,0.206,1.8,10.5,6.1,14.4,1.5,0.5,10.5,21.5,1.6,-0.9,0.7,1.7,6
207,19.4,0.565,0.244,0.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,1.5,2.6,4.1,4.1,9.4
208,18.9,0.604,0.01,0.79,11.4,29.1,20.2,7,1.5,4.1,17,18.4,-1.1,1.8,0.6,1.5,6.6
209,10.4,0.488,0.265,0.126,2.2,9.2,5.6,33.9,1.5,0.6,24.8,16.3,-3.1,-2.9,-6,-0.9,-0.1
210,6.7,0.509,0.5,0.333,4.2,15,9.9,0,0.9,2.8,17.9,13,-4.9,-2.5,-7.4,-0.1,0
211,13.1,0.517,0.366,0.285,7.5,21.5,14.4,6.6,0.9,2.2,10.3,19.5,-2.2,-0.7,-2.9,-0.2,1.6
211,11.8,0.524,0.424,0.196,6.1,21.8,13.8,5,0.3,2.4,10.4,18,-2.6,-1.3,-3.8,-0.2,0.7
211,13.5,0.367,0.278,0.222,15.8,31.5,23.5,14.8,2,2.2,9.2,25,-3.1,0.6,-2.4,0,0
211,14.9,0.555,0.307,0.446,7.6,18.5,13.1,6.9,1.7,1.9,10.4,20.4,-1.5,-0.1,-1.6,0,0.9
212,7.7,0.48,0.643,0.071,0.7,12,6.2,5.9,2.2,1,9.8,15.1,-3.1,-0.4,-3.5,-0.1,0.3
213,13.9,0.533,0.212,0.139,6.5,16.2,11.6,3.9,0.8,4.5,10.5,17.6,-1.1,1,-0.1,1.2,5.5
214,12.2,0.565,0.418,0.226,3.4,12.4,8.2,16.3,2,0.8,16.3,12.1,0.3,1.3,1.6,1.6,4.4
215,14.2,0.526,0.392,0.233,8.1,15.6,11.7,5.6,1.4,1.4,8.9,18.6,0.4,-0.3,0.1,1,4.4
215,14.1,0.53,0.423,0.215,7.3,14.5,10.7,6.1,1.3,1.4,9.6,18.7,0.6,0.1,0.7,1,3.3
215,14.7,0.515,0.288,0.294,11,19.1,15,4,1.6,1.1,6.5,18.3,-0.5,-1.6,-2.1,0,1.1
216,10.3,0.572,0.722,0.062,1.8,12.4,7.1,12.1,2.3,0.3,17.9,13.5,-0.3,0.4,0.1,0.7,2.3
217,6.7,0.444,0.351,0.216,1.5,21.1,11.4,9,2,1.6,21.4,14.9,-6.1,-0.3,-6.4,-0.2,-0.1
218,19.9,0.54,0.298,0.217,3,7.6,5.3,26.6,1.7,0.9,11.4,29.5,3,-1.4,1.6,1.5,5
219,14.5,0.505,0.285,0.313,1,14.1,7.4,35,1.7,0.6,18.8,21.7,0,-1.4,-1.4,0.2,0.9
220,19.6,0.535,0.268,0.271,2.5,9.1,5.7,36.3,1.2,0.3,13.8,29.1,3.9,-1.6,2.3,2.6,6.9
221,27.5,0.588,0.199,0.347,4.7,18.8,11.8,36,2,1.5,13.2,31.4,6.9,2.3,9.1,7.6,13.6
222,18.2,0.507,0,0.22,5.6,24.6,15,11.8,1.4,3,5.8,24.2,-2.3,1.2,-1.1,0.2,2.8
223,12.7,0.446,0.045,0.273,12.7,22.2,17.4,0,0,1.6,0,21,-6.1,-7.7,-13.8,-0.1,0.1
224,9.7,0.585,0.554,0.279,1.3,9.6,5.5,6.4,1.3,0.9,10.9,13.4,-0.5,-0.3,-0.8,0.4,2.7
225,10,0.522,0.319,0.15,1.8,11.3,6.5,11.7,0.8,0.2,13.7,18.1,-3,-2.4,-5.4,-0.4,0.2
225,7.2,0.466,0.271,0.129,2.3,10.2,6.3,7.6,0.8,0,12.9,20.1,-5,-2.4,-7.4,-0.3,-0.1
225,11.9,0.564,0.356,0.167,1.5,12,6.6,14.4,0.8,0.3,14.2,16.7,-1.6,-2.3,-4,-0.1,0.4
226,13.7,0.491,0.51,0.257,2,10.4,6.1,29.2,1.7,0.7,14.4,20,0.3,-1.7,-1.4,0.1,1.5
226,13.1,0.491,0.538,0.266,1.3,11.2,6,25.7,1.3,0.4,12.1,19,0.3,-1.5,-1.1,0.1,0.8
226,14.3,0.49,0.484,0.248,2.7,9.7,6.1,32.4,2,0.9,16.4,20.9,0.4,-1.9,-1.6,0,0.7
227,10.3,0.531,0.378,0.273,6.8,19.4,13,7.4,0.8,1.6,14,13.5,-2.5,0.4,-2,0,2.4
228,16,0.602,0.101,0.284,10.3,19.6,14.9,11.4,1.4,3.6,16.4,13.6,-0.2,3.2,3,2.3,5.9
229,8.2,0.482,0.51,0.216,3.7,14.3,9,8,2,2,15.8,13.6,-2.7,1.3,-1.4,0.1,1.1
230,11.4,0.532,0.275,0.283,3.5,11.9,7.8,11.4,1.6,2.9,16.7,15.9,-1.7,1,-0.6,0.3,1.3
231,12,0.538,0.364,0.165,2,10.2,6.1,18,1.1,0.1,14.7,17.9,0.3,-1.6,-1.3,0.4,2.7
231,10.7,0.512,0.377,0.178,1.9,11.2,6.5,18,1,0.1,15,17.8,-0.4,-1.7,-2.2,-0.1,0.7
231,15.2,0.603,0.335,0.135,2.3,7.6,5,17.9,1.4,0.2,13.9,18.4,2,-1.3,0.8,0.5,2
232,3.6,0.346,0.294,0.235,4.2,12.3,8.1,2.7,1.5,2.4,9.6,17.8,-8,-2.4,-10.4,-0.2,-0.2
232,10.1,0.407,0.294,0.353,6.8,14.2,10.4,0,2.1,5.2,4.8,18.7,-6.2,-2,-8.2,-0.1,0
232,-2.1,0.28,0.294,0.118,2,10.6,6.2,5.1,0.9,0,14.4,17.1,-9.5,-2.8,-12.3,-0.1,-0.2
233,8.7,0.46,0.342,0.17,3.6,16.7,9.9,10.8,1.6,0.5,15,19.6,-3.1,0.5,-2.6,-0.2,0.6
234,13.8,0.579,0.292,0.263,3.8,10.3,7.2,13.9,1.4,1.2,14.8,16.8,0.4,0,0.4,0.5,2
235,11,0.513,0.6,0.089,2.5,13.6,8.1,4.4,2.7,2.6,9.2,16,-1.3,1.8,0.5,1,2.6
236,21.5,0.582,0.14,0.317,11.4,24.7,17.9,18.1,2.3,2.3,13.2,19.9,2.6,2.2,4.8,3,6.7
237,10.3,0.464,0.143,0,2.7,10.7,6.7,7.3,1.2,3.9,0,15.1,-3.1,0.9,-2.2,0,0.1
238,11.6,0.58,0.732,0.183,2,10.2,6.1,4.5,1.2,1.8,7.8,16.2,0.3,-1.3,-1,0.1,1.2
239,13.5,0.519,0.215,0.316,6.5,15.9,11.1,6.3,1.1,3.1,10.5,19.3,-2.4,-1,-3.4,-0.4,1.5
240,11.2,0.45,0.34,0.25,1.4,8,4.8,27.7,2.7,0.4,16,16.1,-1.7,-2,-3.7,-0.3,0.3
241,20.6,0.628,0.002,1.219,11.4,32.7,22.2,5.3,1,5.4,12.1,15.4,-0.4,3.8,3.4,3.5,11.5
242,12.4,0.512,0.188,0.297,2.2,9.4,5.9,19.3,1.6,0.8,13.4,17,-0.6,-0.4,-1,0.5,3.5
243,11.1,0.496,0.093,0.07,6.8,16.5,11.6,15.8,0.4,0.7,15.3,20.4,-3.3,-1.9,-5.1,-0.1,0.1
244,12.5,0.513,0.385,0.282,4.4,17.2,10.7,9,1.1,2,8.9,17.1,-1.6,0.4,-1.2,0.3,3.3
245,24,0.626,0.029,0.349,16.7,24.9,21,3.1,0.7,1.5,12.2,23.4,1.3,-3.1,-1.7,0.1,8.1
246,8.5,0.562,0.5,0.378,2.2,14.3,8.2,12.2,0.8,0.4,20.3,12.1,-2.4,-1.7,-4.2,-0.2,0.3
247,12.5,0.527,0,0.647,14.4,16.5,15.5,4.5,2.2,4.3,24.3,13.7,-3.5,2.7,-0.8,0,0.2
248,10.3,0.44,0.248,0.362,4.6,23.7,13.8,6.9,1.4,1.7,9.4,17.9,-4.9,-1.1,-6,-0.5,0.1
249,16.9,0.603,0.115,0.475,6.3,17.8,12,7.3,0.7,1.2,9.8,18,-0.7,-0.7,-1.4,0,0.6
250,15.6,0.576,0.422,0.248,2.1,8.2,5.1,8,1,0.3,9.4,23.8,1.4,-4.4,-3,-0.2,1
250,8,0.551,0.81,0.381,2.7,5.5,4.1,5.4,1.2,0,14,15.2,-0.9,-3.4,-4.3,0,0.1
250,16.7,0.578,0.39,0.237,2.1,8.6,5.3,8.4,0.9,0.3,8.9,25.2,1.8,-4.5,-2.8,-0.1,0.9
251,14.7,0.522,0.392,0.204,2,9.9,5.9,24.4,1.6,0.9,15.4,26.2,1.2,-1.5,-0.3,0.8,1.7
252,9.7,0.578,0.644,0.088,0.7,10.9,5.9,9.9,1.2,1.1,13.3,13.7,-0.7,0.5,-0.2,1.1,4.1
253,15.1,0.54,0,0.234,12.4,18.4,15.4,3.3,1.3,3.8,8.9,15.4,-1.6,0.4,-1.2,0.3,3.5
254,15.9,0.529,0.355,0.173,3.9,18.7,11.2,10.9,1.7,2,8.4,22,-0.6,0.1,-0.5,0.4,2.7
255,22.4,0.605,0.052,0.364,9.1,19.2,14,11.1,1,1.2,7.1,24,1.5,-2.3,-0.7,0.2,2.1
256,13.3,0.515,0.215,0.213,1.8,9.9,5.8,29.3,2.7,0.6,21,17.7,-1.2,-1,-2.2,-0.1,1.4
257,15.7,0.567,0.139,0.182,8.1,23.1,15.4,9.1,0.6,1.2,11.6,19.5,-0.9,-1.4,-2.3,-0.1,2.3
258,14.3,0.548,0.33,0.212,1.4,10.1,5.8,18.6,1.5,0.6,12.9,23.5,1,-2.4,-1.4,0.3,2.6
259,9.7,0.476,0.305,0.243,2,7.4,4.7,24.6,1.9,0.4,19.5,14.9,-2.7,-2,-4.6,-0.9,0.9
259,8.9,0.48,0.328,0.279,1.9,6.5,4.2,22.3,1.8,0.4,20.3,14.8,-2.9,-2.2,-5.1,-0.9,0.4
259,13.7,0.46,0.209,0.09,2.8,11.6,7.2,36.1,2.1,0.3,15.7,15.5,-1.5,-0.7,-2.2,0,0.5
260,11.5,0.551,0.34,0.185,1.4,8.7,4.9,9.1,1.9,1.1,9.4,14.7,-0.5,-0.1,-0.6,0.9,3.9
260,11.7,0.556,0.329,0.22,1.4,7.9,4.5,8.1,1.8,1,9.6,15.3,-0.2,-0.7,-1,0.4,2.2
260,11.2,0.54,0.359,0.118,1.3,10.1,5.6,10.9,2,1.2,9,13.6,-0.9,1,0.2,0.5,1.6
261,19.6,0.568,0.003,0.278,12,24.6,18.3,15.5,1.2,2.5,14.9,21.5,-0.3,1.7,1.4,0.8,3
261,15.5,0.499,0.005,0.266,9.1,20.4,14.7,18.3,1.2,2.2,15.1,22.9,-2.5,1.2,-1.3,0.1,0.9
261,24,0.66,0,0.294,15.2,29.1,22.2,12.5,1.2,2.9,14.8,20,2.1,2.2,4.3,0.7,2.1
262,12.4,0.482,0.011,0.383,10.4,25.4,17.7,8.5,1,2.8,16.6,20.4,-4.4,0.7,-3.6,-0.7,1.3
263,26,0.616,0.267,0.306,4.7,18.4,11.8,13,2.8,2.3,7.8,25.8,5.5,2.8,8.3,6.2,13.7
264,11.3,0.561,0.524,0.106,4.1,21.4,12.8,10.6,0.3,1.1,14.5,17.4,-0.5,-1,-1.5,0.2,2.2
265,16.2,0.555,0.236,0.217,6.4,26.3,16.1,9.6,1.5,2,12.8,19.8,-1.3,0.3,-1,0.3,2.7
266,22.2,0.56,0.414,0.315,1.8,10.4,6.1,33.6,1.2,0.8,12.6,31.3,5.9,-2.2,3.7,3.8,9.2
267,13.8,0.534,0.31,0.401,2.2,11.4,6.8,18.6,1.4,1.7,14.9,22.2,-0.9,-0.2,-1.1,0.5,3.5
268,13.8,0.581,0.032,0.245,3.2,8.5,6,21,1.8,1.3,15.7,14.2,-0.6,0.1,-0.5,0.6,4.6
269,18.6,0.643,0.286,0,21.8,29.1,25.6,0,0,0,12.5,16.5,-1.2,-8.2,-9.5,0,0.1
270,21.7,0.562,0.012,0.348,9.2,17.2,13.1,10.8,1.2,4.1,11.6,27.3,1.1,0.2,1.3,2.1,6.2
271,17.6,0.574,0.002,0.243,13.4,16.2,14.8,8.5,0.4,4.4,15.4,17.7,0.1,1.3,1.4,1.9,5.8
272,19,0.553,0.449,0.321,7,28.4,17.8,12.2,1.2,1.4,11.3,23.4,1.7,0.9,2.5,2.8,8.5
273,22.2,0.578,0.457,0.41,2.2,12.3,7.3,29.9,2.9,1,13.7,26.1,6.2,0.6,6.8,6.3,11.6
274,11.6,0.517,0.294,0.188,5,20.2,12.6,7.1,1,1.1,12.1,17.9,-2.4,-0.4,-2.8,-0.3,2.3
275,13.6,0.507,0.301,0.147,1.4,12.5,7,30.6,1.7,0.2,17.7,23.3,-0.5,-0.8,-1.2,0.2,1.3
275,15.4,0.464,0.284,0.126,1.2,11.9,6.7,36.9,2.2,0,12.3,28.5,-1.3,-1.8,-3.1,0,0.2
275,13.2,0.52,0.306,0.153,1.5,12.6,7,29.3,1.6,0.3,19.2,22.2,-0.3,-0.5,-0.8,0.3,1.2
276,16.6,0.603,0,0.502,8.3,22.1,15.3,8.9,1.8,3.3,15.5,15.7,-0.9,3.3,2.4,2,6.2
277,5.2,0.368,0.451,0.338,2.6,14.4,8.5,6.6,2.6,0.3,7.9,15.7,-4.8,-0.6,-5.5,-0.2,-0.1
278,27.7,0.662,0,0.655,16.9,26.2,21.7,6.6,1.2,3.5,11.5,22.8,2.7,0.9,3.6,0.7,3.4
279,6.7,0.449,0.415,0.11,0.5,7.3,3.8,28.4,2,0.4,25.8,18.3,-5.5,-3.3,-8.8,-0.7,-0.5
280,14,0.534,0.017,0.534,11.2,14.7,12.9,6.4,1.1,1.7,11.7,19.2,-1.6,-1.6,-3.2,-0.1,0.8
281,11.5,0.52,0.325,0.411,1.5,10,5.8,8.2,1.2,0.2,9.8,22.6,-1.4,-3.1,-4.5,-0.7,1.2
281,11.9,0.523,0.308,0.425,1.4,9.8,5.6,8.8,1,0.1,9.4,23.5,-1.2,-4,-5.2,-0.7,0.8
281,10.1,0.504,0.388,0.353,1.8,10.6,6.3,6.4,1.8,0.6,11.7,19.5,-2.2,-0.2,-2.4,0,0.4
282,10.9,0.532,0.615,0.171,1.1,8.8,4.9,8.9,1.5,0.5,7.8,17.2,0.8,-0.3,0.5,1.6,3.7
283,7.7,0.474,0.505,0.125,1.4,9.6,5.5,15.8,2.2,0.6,17.5,17,-2,-1.5,-3.5,-0.4,-0.1
284,7.3,0.498,0.193,0.275,5.2,9.4,7.3,3.3,1.7,1.2,12.8,9.4,-3,1.5,-1.6,0.1,1.6
285,15.9,0.554,0.024,0.583,13.1,10.9,11.9,9.2,1.8,2.2,13.2,20.1,-0.9,-0.3,-1.1,0.1,0.8
286,9.1,0.449,0.288,0.103,1.9,9.3,5.6,18.5,1.3,1.2,13.6,16.8,-2.9,-0.8,-3.8,-0.2,0.3
286,10.3,0.476,0.239,0.149,2.8,10.8,6.9,17.7,1,1.2,13.3,14.7,-2.4,0.4,-2,0,0.5
286,7.7,0.425,0.329,0.063,1,7.6,4.2,19.5,1.6,1.3,13.8,19.3,-3.5,-2.2,-5.7,-0.2,-0.2
287,17.7,0.544,0.33,0.158,1.8,8.3,5,21.6,1.7,0.6,11.4,27.1,2.5,-2,0.4,1.7,6
288,14.5,0.511,0.192,0.088,2.8,14.5,8.5,37.2,2.9,0.5,22.5,17,-1.7,-0.4,-2.1,0,1.9
289,12.2,0.47,0.312,0.211,7.6,13.6,10.5,3.7,3.9,2.7,11.2,16.5,-2.1,1.1,-1,0.1,0.3
290,10.6,0.522,0.347,0.417,7.5,12.3,9.9,6.5,1.5,2.1,16.6,18.7,-3.1,-1.9,-5,-0.2,0.2
291,10.9,0.561,0.402,0.13,2.1,8.8,5.5,5,0.4,0.2,7.2,17.3,-0.3,-2.8,-3.1,-0.5,2.8
292,7.4,0.474,0.174,0.435,6.4,20.1,13.6,6,0.7,2.1,20.3,20.4,-6.2,-1.5,-7.7,-0.1,0
293,19.9,0.574,0.007,0.269,15.8,23.7,19.7,1.5,0.7,5.9,12.3,21.1,-2.9,-0.6,-3.5,-0.1,1.1
294,8.6,0.531,0.407,0.226,2.6,8.5,5.6,7.9,1.7,0.6,16.5,17.6,-2,-1.2,-3.2,-0.4,0.3
295,14.2,0.548,0.282,0.359,2.3,9.2,5.7,20.9,0.7,0.4,14.2,23.9,-0.9,-3.3,-4.3,-0.1,0.4
295,14.2,0.567,0.423,0.577,2.6,8.1,5.3,19.1,1.8,0,15.5,20,-0.1,-2.9,-3,0,0.2
295,14.2,0.537,0.212,0.25,2,9.9,6,22.3,0,0.7,13.5,26.7,-1.5,-3.6,-5.2,-0.1,0.2
296,9.9,0.453,0.331,0.27,4.3,15.3,10,19.4,1.6,0.9,15.3,15,-1.9,0.6,-1.4,0.1,0.8
297,13.5,0.506,0.45,0.2,2.4,10.6,6.3,11.3,0,0,4.4,23.1,0.1,-4.2,-4.1,0,0.1
298,16.8,0.636,0.013,0.59,11.4,22.6,17,3.9,1,7.6,19,14,-2.6,3.7,1.1,0.3,1.3
299,15.3,0.398,0,0.455,11,13.3,12.1,2.6,0,15.1,3.6,20.5,-7.3,4.1,-3.2,0,0.1
300,16.8,0.56,0.316,0.273,1.8,10.2,6,18.9,2.3,0.6,12.3,23,2.2,-1.6,0.6,1.9,6.1
301,14,0.547,0.61,0.196,1.9,11.1,6.5,7,1.8,1.6,9.2,22.8,1,-1.2,-0.2,0.7,3.1
302,13.4,0.6,0.075,0.302,3.1,9.5,6.4,28.3,1.8,0,23.6,15.4,-1.1,-1.8,-2.9,-0.1,1
302,13.7,0.663,0.069,0.328,2.5,7.4,5,31.9,1.6,0,27.4,14.6,-0.8,-3.7,-4.5,-0.2,0.5
302,12.9,0.521,0.083,0.271,3.9,12.8,8.5,22.6,2,0,18.3,16.6,-1.5,1,-0.5,0.1,0.4
303,6.5,0.508,0.839,0,1.8,14.2,7.9,14.9,1.7,0.9,21.5,9.3,-2.5,-0.3,-2.7,-0.1,0.3
304,14.6,0.541,0.523,0.095,1.9,8.7,5.4,20.1,1.8,0.3,10.7,19.7,2.1,-0.4,1.7,1.6,4.8
305,6.5,0.384,0.308,0.462,4.1,19.5,11.8,16.2,2.1,1.5,16.1,14.9,-4.6,1.8,-2.8,0,0.1
306,21.3,0.556,0.218,0.383,8.4,21.5,15.1,16.4,2.7,4.1,13.3,24.3,1.1,4.2,5.3,4.9,10.1
307,15.6,0.564,0.568,0.297,3.8,19.1,11.6,9.4,1.8,2,12.9,21.1,1.1,0.1,1.2,1.3,3.9
308,6,0.68,0,0.4,6.1,16.3,11.5,0,0,0,33.8,19.9,-7.4,-5.9,-13.2,-0.1,0
309,21.8,0.562,0.001,0.327,10.9,23.4,17.2,13.2,1.6,2.5,10.7,23.5,1.3,0.2,1.5,2.1,7.5
310,-2.7,0.337,0.474,0.211,0,10.3,5.2,3.5,0,0,16.2,25.7,-11,-5.9,-16.9,-0.2,-0.2
311,11.4,0.548,0.267,0.09,1.6,9.3,5.5,12.1,1.5,1,11.6,15.9,-1.1,-0.7,-1.8,0.1,1.8
312,7.4,0.515,0,0.667,6.8,17.9,12.4,2.7,0,6.7,27.9,9.5,-6.5,1.9,-4.5,0,0
313,12.7,0.531,0.315,0.287,3.3,12.4,7.7,11,1.2,0.6,11.6,18.4,0.2,0.5,0.7,2,5.4
314,12.2,0.489,0.216,0.205,4.8,19.3,11.9,12.7,1.7,1.7,14.7,24.2,-2.9,0.1,-2.8,-0.3,0.5
314,10.8,0.456,0.176,0.213,5,18.3,11.5,16.1,1.8,1.5,16,26,-3.8,0,-3.8,-0.4,-0.5
314,14,0.538,0.275,0.192,4.6,20.5,12.4,8.2,1.7,1.9,12.6,21.9,-1.8,0.2,-1.5,0.1,1.1
315,10.7,0.543,0.613,0.117,1.2,5.8,3.6,3.7,1.2,0.4,4.6,16.9,0.5,-3.2,-2.7,-0.2,1.9
316,11.3,0.504,0.278,0.259,7.4,14.6,11,12.2,1.5,0.8,16.2,21.4,-2.5,-1.9,-4.3,-0.3,0.3
317,14.6,0.593,0.019,0.265,9.5,19.2,14.4,3.9,0.9,3.5,15,16.1,-2.2,1,-1.2,0.3,3.7
318,9.9,0.437,0.256,0.231,1.7,10.9,6.2,29,1.6,1.4,17.9,25.7,-3.1,-1.2,-4.3,-1.2,-2.1
319,15.2,0.548,0.223,0.355,7,11.4,9.2,5.2,0.7,0.3,8.2,22.8,0,-4.2,-4.2,-0.9,2.7
320,9.9,0.481,0.299,0.182,1.3,13.7,7.2,14.3,2.7,1.1,15.3,18,-2.9,-0.1,-3.1,-0.1,0.1
321,13.6,0.576,0.257,0.257,7.5,14.9,11.3,9.1,1.1,3.8,13.8,15.5,-2,1.5,-0.5,0.2,1.6
322,13.4,0.544,0.033,0.157,8.3,18.6,13.3,5.7,2.1,1.4,11.3,12.6,-2,0.6,-1.4,0.2,2.2
323,9.6,0.46,0.517,0.224,1.6,8.6,5.1,23.1,1.9,0.1,17.2,19.7,-2.3,-2.6,-4.9,-0.4,0.1
324,13.5,0.558,0.308,0.169,1.5,10.2,5.8,9.2,1.2,0.1,7.7,20.5,-0.5,-2.3,-2.8,-0.2,1.4
325,9.5,0.464,0.469,0.114,2,10.4,6.2,27.3,1.2,0.4,17,16.4,-1.2,-1.9,-3.1,-0.3,0.5
326,10.2,0.53,0.388,0.167,1.3,8,4.7,18.7,2.2,0.1,19.5,17.2,-1.6,-0.7,-2.3,-0.1,1.8
327,14.8,0.567,0.368,0.21,4.5,22.8,13.5,4.8,0.6,2.2,10.8,20.4,-1.7,-2,-3.7,-0.4,1.6
328,14.1,0.406,0.008,0.338,14.7,27.3,21.1,24.2,1.4,3.3,25.4,14.2,-2.3,4.3,1.9,0.6,1.1
329,16.2,0.544,0.003,0.387,8.2,22.2,15,10.5,2.9,3.9,18.7,18.8,-2.7,3.4,0.7,1.3,3
330,15.6,0.642,0.068,0.341,9.3,14,11.7,4.9,2.8,4.4,17.9,12.4,-0.4,2.9,2.6,0.3,0.7
