Rk,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,WS
331,14.4,0.651,0.833,0.056,0,12,6.2,0,0,0,5.1,19.2,1.3,-8,-6.6,-0.1,0.1
331,20.8,0.708,0.75,0,0,17.2,9.1,0,0,0,7.7,23.1,2.9,-8.5,-5.7,0,0.1
331,6.7,0.543,1,0.167,0,5.7,2.9,0,0,0,0,14.5,-0.5,-7.3,-7.8,0,0
332,19,0.555,0.308,0.252,2.4,20.3,11.4,10.1,1.1,1.8,6.4,25.5,1.2,-0.3,0.9,1.7,6.8
333,15.9,0.46,0.012,0.409,12.9,22.7,17.7,12.3,2.2,6.5,16.1,27.2,-4.1,2.8,-1.3,0.1,0.4
334,1.3,0,0,0,0,19.4,9.7,0,8.8,0,0,7.7,-10.2,5.5,-4.7,0,0
335,7.4,0.441,0.005,0.191,8.7,14.7,11.7,5.4,1.1,0.8,12,13.5,-4.3,-1.7,-6,-0.9,0.3
336,17.5,0.52,0.081,0.221,11,24.5,17.9,15.9,1.3,4.9,17,21.2,-1.8,2.5,0.7,0.5,1.6
337,17.1,0.536,0.008,0.248,8.1,17.8,12.8,8.2,0.7,2.9,12.5,27.3,-2.6,-1.5,-4.1,-0.8,1.2
338,16.7,0.534,0.291,0.255,2.2,14,8,18.6,2.4,1.9,12.4,22.9,1,0.8,1.8,2.3,4.9
339,16.3,0.561,0.378,0.23,5.4,16.2,10.7,11.9,1.8,1.8,10.8,20.9,0.8,0.4,1.2,1.1,4.1
340,8.2,0.507,0.374,0.232,4.1,18.4,11.1,2.8,1.6,0.8,12.8,17.4,-4.3,-1.6,-5.8,-0.7,0.4
341,16.2,0.55,0.006,0.587,13.7,25.7,19.7,9.7,1.6,0.9,16.8,16.2,-0.8,2.2,1.4,1.7,6
342,6,0.464,0.485,0.212,3,12.3,7.5,7.8,2.2,1.4,22.5,13.9,-4.5,0.1,-4.3,-0.2,-0.1
343,14.8,0.535,0.039,0.254,5.9,12.8,9.4,8.9,1.5,1,10.4,20.9,-0.9,-1.5,-2.4,-0.2,3.6
344,16.2,0.546,0.092,0.241,1,8.8,5.1,29.1,1.4,0.4,14.3,21.2,0.4,-0.3,0.1,1,5.8
345,16.2,0.589,0.386,0.209,1.8,15.6,8.7,16,1.3,1,11.8,20.5,1.6,0.3,1.9,1.8,4.3
346,5.1,0.468,0.613,0.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,-4.6,-0.3,-4.9,-0.3,0.2
347,10.6,0.534,0.594,0.069,4.4,14.8,9.7,7.1,1.4,1.3,11.3,12.9,0.4,0.6,1,1.5,3.6
348,26.2,0.575,0.295,0.294,1.8,12,7,52.7,3.1,0.4,13.4,27.1,7.3,0.5,7.8,6,12.7
349,5.6,0.422,0.221,0.179,4.8,21.5,13.3,8.9,1.7,1.8,18.7,17.7,-5.9,-0.2,-6.1,-0.5,-0.5
350,12.9,0.49,0.399,0.086,1.5,11.2,6.6,22.5,2.6,0.7,13.2,20.3,-0.4,-0.9,-1.3,0.1,1.4
351,13.9,0.478,0.126,0.26,3.9,9.6,6.7,32.8,2.1,0.8,17.9,20.4,-0.9,-0.5,-1.3,0.4,2.2
352,6.5,0.459,0,0.4,5.3,10.3,7.8,10.7,0.3,0,13.3,19.5,-4.7,-3.5,-8.2,-0.2,-0.1
353,6,0.529,0,0.333,4.9,21.8,13.1,7.9,1,1.7,32.3,10.4,-5.6,1.3,-4.3,-0.3,-0.1
354,8.2,0.489,0.61,0.166,1.1,15.2,8.2,8.5,1.3,1.1,12,17.8,-2.5,-0.3,-2.8,-0.3,0.9
355,3.5,0.464,0.08,0.08,8.6,12.8,10.7,4,0.6,2.1,23.6,19.1,-7,-1.1,-8.1,-0.1,-0.1
356,17.2,0.564,0.008,0.648,10.4,22.2,16.3,16.2,1.6,3.2,18.8,17.1,-0.2,3,2.8,2.5,6.1
357,17.4,0.606,0,0.253,12.5,18,15.2,2.9,1.2,4.9,13.4,15.5,-1.4,-0.4,-1.8,0,2.2
358,14.5,0.564,0.372,0.176,4.7,14.7,9.6,7.9,2.2,1.1,8.3,16.2,0.8,1,1.8,2.2,5.6
359,13.8,0.469,0.119,0.151,12,20,16.1,7.5,1.1,1.5,10.4,20.7,-2.4,-0.9,-3.3,-0.4,1.5
360,17.7,0.518,0.274,0.271,7.1,20.7,14,7.8,1.3,5,10.9,24.6,-0.8,0.9,0.1,1.1,4.3
361,16.8,0.557,0.054,0.48,9.3,20.9,15.1,7.2,1.8,2,10,18.4,-1.3,1,-0.3,0.4,3.1
362,13.3,0.541,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,-0.3,-0.1,-0.4,0.3,1.6
363,10.6,0.433,0.231,0.321,1.1,11.1,6,40.7,3.1,1.1,27,18.7,-4.8,-1.5,-6.4,-0.3,-0.1
363,11.8,0.437,0.236,0.327,0,15.2,7.4,43.2,3.2,0.4,23.2,21.1,-4.2,-1.5,-5.7,-0.2,0
363,8.6,0.422,0.217,0.304,2.8,4.9,3.8,37,3,2.2,34.9,15.1,-5.7,-1.6,-7.3,-0.2,-0.1
364,9.6,0.517,0.649,0.136,2.2,6.8,4.4,17.9,3,0.9,17.9,13.7,-0.7,-0.1,-0.8,0.4,1.4
365,10.2,0.482,0.646,0.054,5.1,9.9,7.5,21.8,3.2,0.1,24.6,11,-1.1,1.5,0.4,0.5,1.5
366,6.3,0.466,0.1,0.083,2.6,9,5.8,7,1.2,0.7,10.2,8.1,-2.9,-0.2,-3.1,-0.4,0.4
367,13.9,0.482,0.043,0.323,7.8,32,19.5,11,1.2,1,13.5,21.2,-3.7,0,-3.6,-0.9,1.6
368,18.3,0.519,0.029,0.238,9.7,20.7,15,12.9,1.1,0.6,9.5,24.6,0.3,-1.1,-0.8,0.6,4.3
369,17.5,0.632,0.478,0.233,0.5,6.6,3.6,8.6,1,0.2,7.4,22.6,3.5,-2.7,0.8,1.5,6.7
370,19.2,0.579,0,0.414,12.7,19.6,16.1,3.8,0.7,5.7,9.2,18.1,-1.2,-0.4,-1.6,0,1.2
371,11.4,0.569,0.423,0.232,2.2,8.5,5.5,9.7,1.7,1.7,10.5,13.8,0.2,0.4,0.6,0.7,2.5
372,11.1,0.523,0.359,0.225,1.7,7.9,4.8,10.6,1.6,0.5,9.7,19.4,-1.2,-1,-2.2,-0.1,1.9
373,10.2,0.566,0.376,0.197,5.9,11.4,8.8,4,1.7,2,10.5,9.1,0,1.3,1.4,1.3,3.4
374,13.8,0.552,0.255,0.285,1.4,8.2,4.8,18.6,1.1,0.3,11,19.8,-1.1,-2.8,-3.9,-0.2,1
374,13.9,0.552,0.235,0.322,1.3,8.3,4.8,18.7,1.1,0.2,10.9,19.9,-1.2,-2.6,-3.8,-0.2,0.8
374,13.7,0.551,0.3,0.2,1.6,7.9,4.7,18.5,1.1,0.6,11.4,19.6,-0.8,-3.3,-4,-0.1,0.3
375,11.4,0.508,0.245,0.258,2.6,12,7.3,7.7,1.7,1.4,9.7,16.1,-3,0,-3,-0.1,0.8
376,2.6,0,1,0,0,0,0,21.8,2.2,0,0,1.9,-6.1,-4.7,-10.8,-0.1,0
377,14.5,0.453,0.003,0.375,16.4,27.8,22,7.7,2.1,3.2,16.9,19.8,-3.8,0.9,-2.9,-0.2,0.6
378,16.9,0.506,0.217,0.192,3.3,15.2,9.3,48,2.7,0.3,24.7,18.8,0.8,0.2,1,1.9,4.6
379,13.5,0.479,0.143,0.171,2.4,8.8,5.6,25.5,1.1,0.5,13.4,27.3,-1.2,-2.1,-3.3,-0.7,0.4
380,12.9,0.551,0.542,0.099,1.4,10.6,6.1,5.3,1.6,1.2,6.6,18.2,1.1,-1.2,-0.2,0.8,3.6
381,5,0.326,0.255,0.094,8.1,13.5,10.8,16.5,0.9,0.3,14.7,17.7,-5.9,-0.8,-6.6,-0.4,-0.3
382,17.6,0.529,0.324,0.536,2,14.1,8.2,41.4,3.5,0.4,21,17.7,1.8,0.1,1.9,2.3,5.8
383,5.5,0.572,0.806,0.129,2.1,6.2,4.2,5.8,0.5,0.3,16.6,12.7,-1.2,-3.5,-4.7,-0.2,0.1
384,10.1,0.56,0.604,0.108,2.3,15.4,9.2,7,0.9,1.6,10.8,12.5,-1.2,-0.2,-1.3,0.2,2
385,13.2,0.507,0.387,0.199,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,-0.2,-1.7,-1.8,0.1,0
386,10.4,0.474,0,0.507,10.4,13.9,12.1,6.9,0.6,2.5,11.6,14.3,-3.5,-0.8,-4.3,-0.2,0.3
387,8.3,0.504,0.199,0.385,4.2,14,9,6.2,1,2.2,15.9,16.6,-4.6,-0.8,-5.4,-1,0.1
387,7.7,0.49,0.168,0.48,4.6,16.1,10.2,6.9,0.8,1.8,17.2,18.7,-5.8,-1.6,-7.3,-0.9,-0.3
387,9.3,0.532,0.252,0.217,3.7,10.8,7.2,5.1,1.3,3,13.1,13.5,-2.8,0.2,-2.6,-0.1,0.4
388,15.5,0.51,0.306,0.233,1.7,11.8,6.9,36.1,2.1,0.4,17.5,28.8,-0.5,-0.9,-1.4,0.3,2.2
389,13.6,0.523,0.269,0.14,6,19,12.6,6.8,1.5,1.4,9.7,19.5,-0.8,-0.4,-1.2,0.3,3.3
390,14,0.575,0.42,0.168,5.2,14.2,9.8,10.5,1.1,1.2,9.4,17.4,-0.2,-0.4,-0.6,0.4,3.2
391,12.4,0.578,0.333,0.266,3.3,17.1,10.4,8.8,2.4,1.7,14.1,12.3,-1.7,2.8,1.1,1.4,4.5
392,10.8,0.435,0.01,0.112,6.5,19.5,13.1,14.8,0.8,5.2,16.7,22.2,-5.9,1.5,-4.4,-0.3,-0.2
393,15.9,0.565,0.188,0.478,1.6,12.2,6.8,22,1.3,0.2,13.8,21.8,-0.3,-1.5,-1.8,0.1,3.8
394,8.4,0.475,0.479,0.167,2.8,14.6,8.7,9.8,2.1,1.2,14.8,13.2,-2.1,1.9,-0.2,0.6,1.7
395,11.9,0.586,0.194,0.38,2.3,10.8,6.7,10.4,1.5,0.5,15.8,18.9,-1.1,0.2,-1,0.2,2
396,13.9,0.504,0,0.39,8.8,22.2,15.4,5.1,1.7,4.3,11.7,17.3,-3.5,0.9,-2.6,0,0.4
397,6.6,0.481,0.439,0.199,5.9,9.6,7.9,3.2,1.5,0.7,11.7,11.9,-1.7,-0.8,-2.5,-0.1,1.1
398,13.9,0.536,0.283,0.297,1.4,13.5,7.4,30,1.2,0.2,16.8,16.1,-0.3,-2.1,-2.4,-0.1,2
399,11.3,0.463,0.456,0.314,4.8,11.6,8.1,15.8,2.7,0.8,11.7,17.4,-0.6,1.3,0.7,1.1,2.9
400,7.9,0.545,0,0.531,7.4,17.9,12.7,4.6,1.1,0.4,15.1,10.8,-3,-1.2,-4.3,-0.1,0.2
401,14.9,0.465,0.176,0.182,2,13.3,7.5,38.3,1.9,0.8,14.4,23.9,-0.6,-1.1,-1.7,0.1,1.3
401,16.3,0.484,0.145,0.189,2.4,14.5,8.3,39.1,1.9,0.8,15.4,20.9,-0.2,-0.9,-1.1,0.1,0.9
401,14.4,0.46,0.185,0.18,1.9,12.8,7.1,37.9,1.9,0.8,14,25,-0.8,-1.2,-2,0,0.4
402,12.4,0.542,0.6,0.084,2.1,8.3,5.2,8.5,1.8,0.7,6.3,18,1.8,-0.4,1.3,2,5.5
403,14.6,0.513,0.032,0.133,4.9,15.8,10.3,8.6,1.4,4.6,9.7,22.1,-3.1,0.6,-2.5,-0.1,1.8
404,10.6,0.439,0.41,0.192,6.4,17.4,11.9,15.9,1.9,4.3,16.9,22.9,-3.6,1.6,-2,0,0
404,13.2,0.456,0.322,0.233,8,21.5,14.8,14.3,2,5.8,17.1,23.6,-3.8,3.6,-0.1,0.2,0.3
404,7.7,0.419,0.503,0.148,4.7,12.9,8.8,17.7,1.9,2.6,16.7,22.1,-3.4,-0.7,-4.1,-0.2,-0.4
405,10.5,0.415,0.227,0.591,1.7,14.4,7.8,25.4,3.9,1.4,20.2,23.6,-5,0.3,-4.8,0,-0.1
406,6.4,0.478,0.457,0.097,1.6,14.3,8.1,6.9,0.6,1,12.8,13.7,-3.4,-0.7,-4.1,-0.7,0.4
407,17.1,0.506,0.136,0.25,10.6,19.8,15.5,11.4,1.1,3,11.5,29.7,-2.9,-1.1,-3.9,-0.4,1.8
408,13.7,0.571,0.013,0.31,8.7,13.8,11.3,7.9,1.7,1.6,12,15.5,-1.9,1.1,-0.8,0.2,1.7
409,9.2,0.517,0.596,0.217,1.3,10,5.5,12,1.2,0.8,13.6,16.7,-1.7,-1.9,-3.6,-0.7,0.5
410,13.5,0.548,0.165,0.234,3.2,15.1,9.1,16.2,1.6,0.6,15.2,20.2,-1.1,-0.3,-1.4,0.2,2.2
410,9.8,0.569,0.283,0.181,3.1,14,8.7,13.1,1.8,0.3,21.1,15.1,-2.4,0.7,-1.6,0.1,0.9
410,17.1,0.537,0.101,0.263,3.3,16.2,9.5,19.2,1.4,0.8,11.8,25.3,0.1,-1.3,-1.2,0.1,1.2
411,14.8,0.341,0,0.444,28.5,14.5,21.8,4.3,0.7,6,0,19.8,-2,-1.1,-3.2,0,0.1
411,8.9,0.532,0,2,9.2,8.9,9.1,0,0,13.1,0,7.1,-4.4,4.4,0,0,0
411,16,0.329,0,0.385,32.3,15.6,24.3,5.2,0.8,4.6,0,22.4,-1.6,-2.2,-3.8,0,0.1
412,20,0.595,0,0.4,6.1,18.8,12.6,9.6,2.8,0,0,14.9,-0.1,-1,-1,0,0.1
412,21.8,0.595,0,0.4,0,15.7,8.1,12.3,3.7,0,0,19.2,0.9,0,0.9,0,0.1
413,17.3,0.599,0,0.303,10,22.6,16.5,5.6,1.2,4.1,15.8,17.8,-1.7,1.4,-0.4,0.3,2.4
414,12.6,0.504,0.187,0.357,1.6,11.7,6.7,17.2,1.7,0.5,12.9,20.3,-2.1,-0.3,-2.5,-0.2,2
415,16.7,0.476,0.128,0.2,10.6,27,18.7,15.5,1.9,1.9,10.4,21.8,-1.2,2.3,1.1,1.5,4.8
416,14.4,0.555,0,0.421,10.7,20.5,15.7,6.3,0.7,6.5,18.2,16.9,-4.9,2.5,-2.3,0,0.2
417,17.9,0.551,0.278,0.316,1.6,8.6,5.2,34.4,2.1,0.8,16.2,26.6,1.2,-0.9,0.3,1.3,5.9
418,16.2,0.571,0.592,0.199,3.5,16.3,9.7,9.1,0.9,1,9,23.4,2.3,-2.7,-0.5,0.7,3.8
419,9.3,0.52,0.511,0.248,2,10.3,6.1,10,1.7,0.7,10.3,14,-1,0.1,-1,0.5,2.7
420,10.2,0.54,0.694,0.088,1.2,5.7,3.5,12.4,1.8,0.6,11.1,15,-0.2,-2.6,-2.8,-0.3,1.5
421,21.5,0.562,0.336,0.394,1.8,8,4.9,32.7,1.7,0.3,11.9,29.6,5,-2,3,3.3,9.7
422,10.4,0.557,0.285,0.312,2.9,8,5.4,6.4,0.9,0.4,11.6,16.9,-1.2,-2.1,-3.2,-0.4,1.7
423,9.2,0.525,0.576,0.141,2.6,11.4,6.9,7.4,0.8,0.8,9.5,16.2,-1.1,-2,-3.1,-0.6,1.2
424,14.2,0.558,0.139,0.5,7.9,23.4,15.9,8.5,1.3,3.3,10.2,13.9,-1.3,1.6,0.3,0.3,1.6
424,13.3,0.535,0,0.762,6.4,25,16.2,13.9,1.1,3.3,11.1,15.2,-2.6,1.9,-0.7,0.1,0.6
424,14.7,0.575,0.227,0.333,8.8,22.4,15.7,5.3,1.4,3.4,9.6,13,-0.5,1.4,0.9,0.2,1
425,18.6,0.597,0.469,0.159,1.5,10.3,6.2,9.8,1.1,1.4,8.5,26.3,2.9,-2.2,0.7,1.8,8
426,15.9,0.611,0,0.576,13.5,23.3,18.4,4,0.9,1.8,10.4,11.7,0.2,1.3,1.5,2,8.7
427,14.7,0.511,0.498,0.146,3.8,11.3,7.5,12.9,2.1,0.3,8.1,24.4,0.7,-2.9,-2.1,0,1.7
427,14.6,0.512,0.497,0.133,3.8,10.5,7.2,12.8,1.9,0.3,8,24.3,0.8,-3.3,-2.5,-0.1,1.3
427,15.5,0.508,0.505,0.196,3.4,14.3,8.7,13.4,2.8,0.4,8.6,24.8,0.6,-1.2,-0.7,0.1,0.4
428,10.2,0.543,0.819,0.142,3.1,16.1,9.3,5.6,1,0.9,7.4,12.4,0,0,0,0.7,2.8
429,7.1,0.49,0.571,0.243,2.9,8.5,5.6,7,1.2,1.6,7.2,12,-1.7,-1.1,-2.8,-0.1,0.3
430,22.5,0.59,0.076,0.239,10.2,27.5,19,11.3,1.1,4.3,12.6,24.9,1.6,1.2,2.8,3.1,8.3
431,10.8,0.506,0.354,0.244,6.9,15.2,10.9,10.2,2,0.6,14.7,12.7,-0.7,1.3,0.6,1.7,3.5
432,13.6,0.513,0.11,0.238,2.3,16.5,9.3,23.9,1.7,1,16.9,18.8,-1.9,1.3,-0.7,0.8,4
433,15.4,0.531,0.026,0.228,5.5,21,13.3,5,0.9,5.1,10.3,20.9,-3.7,1.4,-2.3,-0.1,3.1
434,9.5,0.496,0.222,0.101,1.3,10,5.8,24.9,1,0.1,20.4,16.7,-2.8,-2,-4.8,-0.5,0.4
434,12.6,0.497,0.239,0.065,1.8,7,4.3,36.4,1.3,0.8,18.9,21.8,-1.6,-4.2,-5.8,-0.1,0.1
434,8.9,0.495,0.217,0.112,1.2,10.7,6.1,22.5,1,0,20.8,15.7,-3.1,-1.5,-4.6,-0.4,0.4
435,22.6,0.61,0,0.397,13.8,26.3,20.1,4.8,0.8,4.2,11.9,20.9,0.7,0.4,1.1,1.2,6.9
436,11.1,0.473,0.008,0.403,8.5,22.8,15.8,9.8,1.6,1.6,13.1,15,-3.8,1.4,-2.4,0,1
436,11.2,0.469,0.013,0.276,8.8,24.3,16.6,9.3,1.8,1.3,15.8,14.8,-4.1,1.8,-2.3,0,0.6
436,11,0.477,0,0.604,8,20.2,14.5,10.5,1.3,2,9,15.5,-3.3,0.8,-2.5,0,0.5
437,7.4,0.435,0.529,0.188,1.3,10.3,5.8,28.5,1.1,0,21.1,18.5,-3,-3.9,-6.9,-0.6,-0.3
438,4.2,0.398,0.553,0.056,1.3,8.7,5,5.5,1.5,1.4,9.3,13.5,-4.3,-1.9,-6.1,-1,-0.8
439,11.9,0.473,0.526,0.073,4,21.1,12.5,6.2,1.4,1.9,8.4,25.3,-2.8,-1.8,-4.6,-0.4,0.2
440,8.6,0.471,0.165,0.183,8.4,19.8,14.1,3.7,1.2,1.7,14.3,13,-4,0,-4,-0.6,1.2
441,21.1,0.531,0.009,0.143,9.3,22.2,15.7,15.9,1.3,2.8,10,26.8,0.7,1.1,1.8,2,5.2
442,11.1,0.503,0.516,0.141,3.2,14.6,9,14.3,1.9,0.4,13,16.8,-0.8,-0.7,-1.5,0.1,1.1
443,20.3,0.517,0.037,0.343,4.3,10.7,7.6,27.4,1.8,1.4,13,31.6,0.9,-0.1,0.8,1.6,4.9
444,9.4,0.492,0.34,0.222,1.9,8,5.1,10,1.9,0.5,13.4,17.7,-1.5,-0.6,-2.1,-0.1,2.1
445,20.8,0.554,0.368,0.329,2.1,11.5,6.8,25.7,2.2,1.1,10.1,26.5,4,0,4,4.4,9.9
446,19.8,0.51,0.243,0.255,1.7,13.8,7.6,46.2,2.5,1.7,17.5,28.6,2.2,1,3.2,3.7,5.7
447,15.7,0.549,0.159,0.145,5.7,9.3,7.5,7.2,1.7,1.2,6.4,19.9,0.2,-1.3,-1.2,0.2,2.2
448,8.6,0.461,0.35,0.285,1.7,9.6,5.6,18.1,1.4,0.6,14,12.1,-2.5,-0.8,-3.3,-0.2,0.6
449,8.9,0.38,0.128,0.103,5.2,11.9,8.4,18.6,2.7,1.6,18.1,13.2,-3.6,1.5,-2.1,0,0
449,8.3,0.365,0.132,0.105,5.3,11.5,8.2,17.6,2.8,1.7,18.5,13.2,-4,1.6,-2.4,0,0
449,39.3,1,0,0,0,36.6,18.9,72.3,0,0,0,15.2,15.3,-1.3,14,0,0
450,3.7,0.459,0.373,0.136,1.5,10.3,5.8,14.2,1,0.2,26,13.5,-5.7,-1.8,-7.6,-0.7,-0.5
450,4.3,0.475,0.36,0.146,1.5,9.2,5.3,16.2,1.2,0.2,28.1,13.3,-5.3,-1.5,-6.8,-0.5,-0.4
450,0.8,0.388,0.429,0.095,1.3,15.9,8.4,3.9,0,0,15.5,14.5,-8.2,-3.5,-11.7,-0.2,-0.2
451,17.6,0.573,0.016,0.179,6,18.6,12.5,15.4,1.6,3,12.3,18,0.1,3.3,3.4,1.9,5.4
452,27.6,0.554,0.236,0.397,6.1,18.1,12.4,49.6,2.9,0.6,16.8,31.6,7.6,2.4,10,8.3,14
453,25.7,0.629,0,0.482,13.1,32.4,23.1,2.4,1.1,9.7,14.2,20.7,-0.9,3.4,2.5,2.4,10.3
454,7.4,0.463,0.182,0.182,13.4,18.6,16,10.9,1.2,2,29.6,18.1,-5.4,1,-4.5,0,0
455,16.5,0.543,0.147,0.437,4.4,7.5,6,10.1,1.4,1.3,10.6,27.2,0.4,-2.5,-2.1,-0.1,4.1
456,12.9,0.491,0.348,0.182,0.7,7.1,3.9,9.4,3,0.9,2.7,19.8,-1.5,-0.9,-2.4,0,0.3
457,21.1,0.481,0,0.583,21.9,39.2,30.3,11.7,2.9,6,16.6,22.6,-2.5,4,1.5,0.1,0.2
458,14.6,0.53,0.364,0.266,1,8.9,5,29.3,1.5,0.6,14.8,22,0.9,-1,-0.1,1,3.7
459,17.2,0.55,0.265,0.453,3.6,18.7,11.3,8.9,1,0.5,8.3,23.3,-0.1,-2.4,-2.6,-0.2,3.6
460,3.3,0.34,0.4,0.4,2.4,7.9,5.1,12.4,0,0,7.8,12.7,-5.2,-3.5,-8.7,-0.1,0
461,17.7,0.584,0.462,0.612,1.7,8.1,4.8,15.1,1.6,0.8,10.8,22.8,3,-2.7,0.3,1.1,4.7
462,16.8,0.585,0.506,0.193,5.9,18.6,12.2,7.6,1.2,2.7,7.1,16.8,1.7,1,2.7,2.7,7.8
463,12.4,0.527,0.338,0.139,0.9,9.9,5.4,21.1,1,0.5,15.1,22.8,-1.3,-2.1,-3.3,-0.2,1.1
464,8.4,0.489,0.251,0.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,-2.2,1.6,-0.6,0.8,2.5
465,17.7,0.577,0.012,0.364,10,20.7,15.4,5,1.7,6.8,13,15.1,-2,3.7,1.7,0.6,2.3
466,16.4,0.49,0.208,0.396,9.4,19.4,14.3,3.5,1.7,3.7,3.1,19.4,-2.9,-1.6,-4.5,-0.1,0.3
467,8.3,0.435,0.475,0.322,3.4,13.2,8.1,7.2,1.9,1.5,6.9,16.2,-2.8,-1,-3.8,-0.3,0.1
468,18.3,0.663,0,0.462,7.2,16.3,11.6,4.7,1.2,6.6,13.8,15.4,-0.9,1.9,0.9,0.2,0.7
469,17.8,0.54,0.163,0.438,4.1,14.3,9.3,22.5,1.8,1.1,14.4,22.1,-0.1,-0.6,-0.7,0.1,0.6
470,1.8,0.412,0.262,0.569,1.5,14.9,7.9,23.3,1,0,26.3,33.5,-9.9,-3.5,-13.4,-0.4,-0.8
471,3.6,0.384,0.722,0.111,2.1,11.9,6.9,6,1.5,0.4,11.7,9.1,-4.7,0.1,-4.6,-0.1,0.1
472,9.9,0.428,0.272,0.148,1.7,12.5,7.1,26.9,1.9,0,15.5,24.4,-3.9,-1.5,-5.4,-0.3,-0.1
473,9.1,0.483,0.637,0.204,1.4,9,5.1,5.4,1.1,0.5,6.9,18.5,-1.4,-3.5,-4.8,-0.7,0.1
474,17.5,0.533,0.031,0.169,8.1,23,15.4,9.5,2.3,1.2,11.6,21.6,-0.5,0.6,0.1,1.3,4.1
475,16.1,0.592,0.023,0.531,8.4,19.7,14,6.3,1.6,2.9,11.2,15.4,-1,2,1,1.3,6.3
476,15.4,0.539,0,0.372,9.1,17.6,13.3,6.6,0.7,2.4,12,23,-3.2,-1.1,-4.4,-0.4,1.7
